# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 415 Hz
# Recording started at: 2025-09-19 13:28:57.478
time;ωₓ (rad/s);ωᵧ (rad/s);ωᶻ (rad/s);ω_total (rad/s)
16,168005;-0,090;0,021;-0,004;0,093
16,181738;-0,098;0,012;0,001;0,099
16,196002;-0,099;0,006;0,003;0,099
16,196332;-0,098;-0,001;0,002;0,098
16,208945;-0,093;-0,006;-0,002;0,093
16,223053;-0,089;-0,010;-0,004;0,090
16,223321;-0,087;-0,006;-0,005;0,087
16,237305;-0,084;-0,001;-0,005;0,084
16,251479;-0,081;0,004;-0,005;0,081
16,252162;-0,076;0,005;-0,005;0,076
16,264427;-0,068;0,005;-0,003;0,069
16,278293;-0,061;0,006;0,002;0,061
16,292670;-0,055;0,007;0,010;0,056
16,293005;-0,048;0,009;0,016;0,051
16,305865;-0,039;0,009;0,016;0,043
16,318783;-0,027;0,006;0,012;0,030
16,333555;0,002;0,006;0,002;0,007
16,348435;0,020;0,011;-0,003;0,023
16,348730;0,039;0,017;-0,005;0,043
16,361414;0,057;0,024;-0,007;0,063
16,374845;0,072;0,029;-0,004;0,078
16,389118;0,083;0,034;0,001;0,090
16,389429;0,087;0,037;0,005;0,094
16,402117;0,086;0,034;0,010;0,093
16,415981;0,079;0,027;0,014;0,085
16,416239;0,068;0,018;0,016;0,073
16,429945;0,055;0,010;0,018;0,059
16,443668;0,039;0,001;0,019;0,043
16,444073;0,026;-0,004;0,019;0,032
16,456365;0,015;-0,009;0,019;0,025
16,470304;0,010;-0,013;0,015;0,023
16,486265;0,009;-0,015;0,013;0,021
16,486557;0,010;-0,015;0,010;0,020
16,500663;0,012;-0,011;0,009;0,019
16,500965;0,013;-0,005;0,007;0,016
16,513044;0,015;0,002;0,005;0,016
16,526214;0,015;0,010;0,009;0,020
16,540565;0,012;0,016;0,012;0,023
16,540887;0,010;0,018;0,013;0,024
16,553551;0,006;0,017;0,012;0,022
16,567310;0,004;0,012;0,010;0,016
16,581654;-0,004;0,005;0,013;0,014
16,595846;-0,009;0,004;0,015;0,018
16,608081;-0,010;0,001;0,015;0,018
16,608444;-0,010;0,000;0,015;0,018
16,622160;-0,007;0,000;0,016;0,018
16,638223;-0,005;0,000;0,020;0,021
16,638526;-0,000;0,002;0,024;0,024
16,652174;0,005;0,005;0,027;0,028
16,664747;0,010;0,006;0,032;0,034
16,665050;0,012;0,004;0,037;0,039
16,678618;0,011;0,002;0,047;0,048
16,693708;0,005;0,002;0,057;0,057
16,693998;-0,002;0,001;0,064;0,064
16,708070;-0,010;-0,006;0,068;0,069
16,720653;-0,016;-0,020;0,069;0,073
16,721363;-0,023;-0,033;0,075;0,085
16,734513;-0,033;-0,045;0,085;0,102
16,749262;-0,048;-0,051;0,100;0,122
16,753403;-0,065;-0,054;0,113;0,141
16,763302;-0,079;-0,060;0,119;0,155
16,775928;-0,089;-0,068;0,115;0,161
16,789951;-0,090;-0,079;0,103;0,159
16,802954;-0,072;-0,092;0,070;0,136
16,816064;-0,054;-0,087;0,058;0,117
16,829170;-0,031;-0,075;0,049;0,095
16,829536;-0,006;-0,060;0,043;0,074
16,842923;0,017;-0,044;0,038;0,061
16,856269;0,034;-0,031;0,031;0,055
16,856549;0,048;-0,017;0,019;0,054
16,869569;0,054;-0,007;0,004;0,054
16,882114;0,055;0,000;-0,010;0,056
16,895135;0,054;0,006;-0,024;0,059
16,895519;0,051;0,010;-0,034;0,062
16,909486;0,049;0,013;-0,038;0,064
16,924226;0,046;0,018;-0,036;0,062
16,924577;0,042;0,022;-0,030;0,056
16,939918;0,037;0,022;-0,023;0,048
16,952900;0,027;0,021;-0,018;0,038
16,953210;0,016;0,016;-0,015;0,027
16,965931;0,002;0,010;-0,014;0,017
16,980351;-0,013;0,004;-0,013;0,019
16,980685;-0,027;0,000;-0,010;0,029
16,993330;-0,038;-0,006;-0,008;0,039
17,007293;-0,043;-0,012;-0,007;0,045
17,021789;-0,043;-0,017;-0,004;0,046
17,022120;-0,039;-0,022;-0,001;0,045
17,036088;-0,033;-0,024;0,002;0,041
17,048691;-0,024;-0,026;0,002;0,035
17,063067;-0,012;-0,022;0,002;0,025
17,076214;-0,010;-0,017;0,003;0,020
17,076549;-0,009;-0,011;0,002;0,014
17,090186;-0,006;-0,006;0,001;0,009
17,104555;-0,004;-0,002;0,002;0,005
17,105011;-0,002;-0,001;0,003;0,004
17,117773;-0,000;-0,002;0,003;0,004
17,130570;-0,001;-0,002;0,001;0,003
17,145352;-0,002;0,000;0,001;0,003
17,145591;-0,006;0,001;0,002;0,006
17,160169;-0,010;0,004;0,003;0,011
17,173049;-0,013;0,006;0,002;0,015
17,173324;-0,017;0,007;-0,001;0,019
17,186339;-0,021;0,007;-0,001;0,022
17,202824;-0,026;0,010;0,002;0,028
17,203071;-0,028;0,011;0,005;0,031
17,219660;-0,029;0,011;0,005;0,032
17,234222;-0,031;0,006;0,004;0,031
17,248275;-0,032;0,006;0,004;0,033
17,248525;-0,033;0,009;0,005;0,035
17,264279;-0,034;0,012;0,009;0,037
17,281241;-0,037;0,016;0,013;0,042
17,299587;-0,038;0,020;0,018;0,046
17,317270;-0,038;0,013;0,020;0,045
17,317519;-0,038;0,010;0,020;0,044
17,331791;-0,038;0,005;0,020;0,043
17,346825;-0,038;0,000;0,019;0,042
17,347125;-0,038;-0,004;0,016;0,041
17,361024;-0,038;-0,009;0,014;0,041
17,374100;-0,037;-0,012;0,012;0,040
17,374341;-0,035;-0,015;0,009;0,039
17,387873;-0,034;-0,016;0,007;0,038
17,401324;-0,033;-0,015;0,007;0,037
17,401955;-0,032;-0,015;0,008;0,036
17,415890;-0,031;-0,012;0,005;0,033
17,429181;-0,029;-0,007;0,005;0,031
17,442564;-0,029;-0,004;0,005;0,030
17,442821;-0,028;0,000;0,005;0,029
17,457989;-0,027;0,002;0,002;0,027
17,472736;-0,024;-0,001;-0,003;0,025
17,472990;-0,024;-0,009;-0,012;0,028
17,488247;-0,026;-0,015;-0,016;0,034
17,505458;-0,037;-0,018;-0,013;0,043
17,521551;-0,046;-0,013;-0,005;0,049
17,536584;-0,066;-0,013;0,003;0,067
17,550017;-0,072;-0,023;-0,007;0,076
17,563899;-0,068;-0,027;-0,013;0,075
17,577770;-0,061;-0,026;-0,019;0,069
17,578020;-0,051;-0,021;-0,021;0,059
17,592177;-0,039;-0,012;-0,021;0,046
17,605060;-0,027;-0,002;-0,021;0,034
17,605328;-0,015;0,007;-0,023;0,028
17,618489;-0,006;0,012;-0,027;0,031
17,633513;0,001;0,013;-0,035;0,037
17,633745;0,005;0,011;-0,043;0,045
17,647947;0,006;0,007;-0,049;0,050
17,660896;0,007;0,005;-0,051;0,051
17,674317;0,001;0,007;-0,042;0,043
17,688604;-0,002;0,007;-0,034;0,034
17,688874;-0,009;0,007;-0,027;0,030
17,701787;-0,016;0,009;-0,019;0,026
17,715344;-0,026;0,009;-0,009;0,029
17,729311;-0,037;0,004;-0,003;0,037
17,729572;-0,044;-0,002;-0,003;0,044
17,743543;-0,049;-0,010;-0,005;0,050
17,757099;-0,050;-0,020;-0,008;0,054
17,757346;-0,049;-0,026;-0,012;0,056
17,770489;-0,045;-0,029;-0,010;0,055
17,784454;-0,042;-0,027;-0,008;0,050
17,785002;-0,037;-0,024;-0,004;0,044
17,799273;-0,032;-0,022;-0,001;0,039
17,811889;-0,026;-0,020;-0,001;0,032
17,826136;-0,023;-0,021;-0,003;0,031
17,826435;-0,021;-0,023;-0,005;0,032
17,839747;-0,021;-0,022;-0,008;0,031
17,853326;-0,021;-0,022;-0,013;0,033
17,853588;-0,020;-0,024;-0,015;0,035
17,867088;-0,018;-0,027;-0,020;0,038
17,881352;-0,016;-0,027;-0,024;0,039
17,881626;-0,013;-0,024;-0,024;0,037
17,896762;-0,012;-0,022;-0,024;0,035
17,912029;-0,011;-0,018;-0,025;0,033
17,912297;-0,011;-0,015;-0,026;0,032
17,924767;-0,010;-0,010;-0,031;0,034
17,938754;-0,010;-0,005;-0,032;0,034
17,953435;-0,009;0,002;-0,036;0,037
17,969063;-0,007;0,005;-0,040;0,041
17,969337;-0,004;0,007;-0,041;0,042
17,983853;-0,000;0,007;-0,042;0,043
17,997345;0,001;0,007;-0,043;0,044
17,997602;-0,000;0,009;-0,042;0,043
18,010180;-0,001;0,011;-0,038;0,040
18,026769;-0,006;0,013;-0,034;0,037
18,027024;-0,012;0,015;-0,029;0,034
18,043381;-0,017;0,015;-0,025;0,034
18,043714;-0,022;0,015;-0,021;0,034
18,057717;-0,027;0,012;-0,015;0,033
18,072124;-0,031;0,011;-0,010;0,034
18,072442;-0,032;0,010;-0,005;0,034
18,085276;-0,031;0,007;-0,001;0,031
18,098528;-0,031;0,002;0,002;0,031
18,112863;-0,027;-0,001;0,003;0,027
18,113121;-0,023;-0,006;0,003;0,024
18,126463;-0,018;-0,011;0,003;0,022
18,140368;-0,015;-0,015;0,005;0,021
18,155109;-0,012;-0,015;0,016;0,025
18,171548;-0,013;-0,011;0,023;0,029
18,171832;-0,015;-0,006;0,026;0,031
18,186240;-0,016;-0,006;0,029;0,033
18,201427;-0,012;-0,011;0,023;0,028
18,201695;-0,006;-0,021;0,014;0,026
18,216350;-0,000;-0,031;0,004;0,031
18,216595;0,006;-0,033;0,001;0,034
18,231635;0,010;-0,031;0,003;0,032
18,245462;0,011;-0,022;0,007;0,025
18,245728;0,010;-0,012;0,010;0,019
18,258848;0,011;-0,004;0,010;0,016
18,273043;0,011;0,001;0,007;0,013
18,286611;0,016;0,002;0,001;0,016
18,286861;0,020;0,002;-0,005;0,020
18,300483;0,023;0,001;-0,009;0,025
18,313925;0,027;0,001;-0,009;0,028
18,314180;0,028;0,000;-0,009;0,030
18,328463;0,027;0,002;-0,009;0,029
18,345588;0,022;0,005;-0,009;0,024
18,345839;0,015;0,006;-0,007;0,017
18,362078;0,005;0,009;-0,004;0,011
18,362333;-0,005;0,007;-0,002;0,009
18,377329;-0,013;0,005;0,002;0,014
18,392234;-0,022;0,001;0,005;0,023
18,392589;-0,028;-0,002;0,007;0,029
18,405920;-0,032;-0,006;0,005;0,033
18,418814;-0,033;-0,011;0,003;0,035
18,433186;-0,028;-0,010;0,002;0,030
18,447681;-0,024;-0,006;0,004;0,026
18,447964;-0,021;0,000;0,008;0,022
18,460137;-0,016;0,004;0,009;0,019
18,474061;-0,010;0,005;0,007;0,013
18,488120;-0,005;0,002;0,001;0,005
18,488377;0,001;-0,001;-0,002;0,003
18,501201;0,004;-0,005;-0,002;0,006
18,514369;0,005;-0,007;-0,002;0,009
18,514675;0,004;-0,009;-0,002;0,009
18,528339;0,002;-0,012;-0,002;0,013
18,541298;-0,000;-0,016;-0,001;0,016
18,541780;-0,004;-0,018;0,002;0,019
18,554767;-0,010;-0,016;0,005;0,019
18,568882;-0,016;-0,012;0,009;0,022
18,581921;-0,020;-0,012;0,012;0,026
18,582167;-0,021;-0,013;0,012;0,027
18,594904;-0,021;-0,015;0,012;0,028
18,609327;-0,020;-0,015;0,012;0,027
18,624231;-0,012;-0,015;0,008;0,021
18,637463;-0,009;-0,016;0,005;0,019
18,637699;-0,004;-0,016;0,001;0,016
18,650836;0,001;-0,015;-0,002;0,015
18,665169;0,006;-0,011;-0,004;0,013
18,677458;0,010;-0,005;-0,003;0,011
18,677753;0,013;0,002;-0,002;0,014
18,691259;0,016;0,009;0,002;0,018
18,705330;0,018;0,011;0,003;0,022
18,705570;0,021;0,007;0,002;0,022
18,718683;0,022;0,002;0,001;0,022
18,732224;0,021;-0,001;0,002;0,021
18,746218;0,016;-0,002;0,005;0,017
18,746450;0,010;-0,005;0,007;0,013
18,760398;0,004;-0,005;0,009;0,011
18,773875;-0,001;-0,007;0,012;0,014
18,774135;-0,005;-0,010;0,013;0,017
18,787266;-0,005;-0,013;0,010;0,018
18,801358;-0,002;-0,016;0,004;0,017
18,813977;0,002;-0,016;0,002;0,016
18,826377;0,006;-0,013;0,004;0,015
18,840845;0,009;-0,010;0,007;0,015
18,841095;0,009;-0,004;0,010;0,014
18,853826;0,007;0,002;0,010;0,013
18,867087;0,005;0,010;0,010;0,015
18,867910;0,006;0,011;0,008;0,015
18,880904;0,009;0,007;0,004;0,012
18,894190;0,011;-0,005;-0,002;0,012
18,907816;0,012;-0,017;-0,007;0,022
18,908065;0,009;-0,022;-0,004;0,024
18,921477;-0,001;-0,018;0,002;0,018
18,935264;-0,011;-0,011;0,008;0,017
18,935644;-0,020;-0,005;0,010;0,023
18,948516;-0,023;-0,004;0,008;0,025
18,962015;-0,023;-0,005;0,004;0,024
18,975836;-0,021;-0,004;0,003;0,021
18,976139;-0,015;-0,002;0,004;0,015
18,988977;-0,007;-0,002;0,008;0,011
19,002493;-0,002;-0,005;0,010;0,012
19,002727;0,001;-0,006;0,012;0,013
19,017034;0,002;-0,009;0,013;0,016
19,030553;-0,001;-0,010;0,014;0,017
19,044223;-0,015;-0,013;0,010;0,022
19,058091;-0,020;-0,015;0,005;0,025
19,072505;-0,022;-0,017;0,002;0,028
19,086134;-0,018;-0,013;0,001;0,023
19,099674;-0,013;-0,010;0,001;0,017
19,113572;-0,000;0,000;0,001;0,001
19,128305;0,004;0,004;-0,001;0,005
19,128597;0,006;0,005;-0,003;0,008
19,143491;0,004;0,007;-0,004;0,009
19,157168;-0,001;0,006;-0,004;0,008
19,157600;-0,007;0,005;-0,002;0,009
19,170922;-0,015;0,001;-0,001;0,015
19,186107;-0,021;-0,002;-0,001;0,021
19,186348;-0,028;-0,006;0,002;0,029
19,200227;-0,033;-0,009;0,005;0,035
19,213431;-0,037;-0,009;0,007;0,038
19,213697;-0,035;-0,009;0,004;0,037
19,226929;-0,031;-0,011;-0,002;0,033
19,240981;-0,022;-0,015;-0,005;0,027
19,255793;-0,002;-0,009;-0,010;0,014
19,268999;0,006;0,000;-0,012;0,013
19,282672;0,012;0,006;-0,013;0,019
19,296673;0,021;0,011;-0,012;0,026
19,309916;0,022;0,010;-0,010;0,026
19,323330;0,016;0,005;-0,005;0,018
19,337156;0,010;0,001;-0,004;0,011
19,337449;0,002;0,000;-0,003;0,004
19,350388;-0,005;-0,002;-0,002;0,006
19,364169;-0,011;-0,002;-0,001;0,011
19,377657;-0,016;0,000;0,002;0,016
19,377934;-0,018;0,004;0,005;0,019
19,391278;-0,018;0,009;0,008;0,022
19,404236;-0,016;0,011;0,007;0,020
19,404533;-0,011;0,010;0,005;0,016
19,417897;-0,007;0,010;0,007;0,014
19,434272;-0,006;0,012;0,012;0,018
19,434532;-0,006;0,017;0,016;0,025
19,450425;-0,006;0,018;0,018;0,026
19,464656;-0,005;0,015;0,015;0,022
19,464922;-0,002;0,007;0,010;0,013
19,477910;0,001;0,000;0,008;0,008
19,491650;0,004;-0,004;0,008;0,009
19,505372;0,001;-0,001;0,020;0,020
19,518137;-0,002;0,001;0,025;0,025
19,531856;-0,006;0,000;0,025;0,026
19,532123;-0,009;-0,005;0,020;0,022
19,546005;-0,010;-0,009;0,015;0,020
19,560597;-0,009;-0,009;0,012;0,017
19,560855;-0,005;-0,011;0,008;0,014
19,573364;-0,000;-0,013;0,004;0,014
19,586453;0,007;-0,016;0,001;0,018
19,586745;0,011;-0,017;0,001;0,020
19,600747;0,010;-0,013;0,001;0,017
19,614042;0,007;-0,005;0,001;0,009
19,628066;0,002;0,004;0,002;0,005
19,628389;-0,001;0,011;0,002;0,011
19,641452;-0,001;0,015;-0,001;0,015
19,656424;0,001;0,013;-0,005;0,015
19,656670;0,007;0,010;-0,010;0,016
19,672006;0,015;0,004;-0,014;0,021
19,672517;0,018;0,000;-0,013;0,022
19,687167;0,018;-0,001;-0,009;0,021
19,700591;0,015;0,001;-0,004;0,015
19,717249;-0,001;0,004;-0,001;0,004
19,720767;-0,010;0,002;-0,002;0,010
19,735155;-0,017;0,001;-0,005;0,018
19,752048;-0,020;0,000;-0,008;0,021
19,752294;-0,018;-0,001;-0,009;0,021
19,768977;-0,012;-0,002;-0,009;0,015
19,769217;-0,002;-0,005;-0,009;0,011
19,785410;0,006;-0,006;-0,008;0,012
19,800932;0,013;-0,004;-0,005;0,015
19,801165;0,015;0,002;0,001;0,015
19,818406;0,010;0,009;0,005;0,014
19,818647;0,002;0,012;0,010;0,016
19,833566;-0,006;0,011;0,014;0,019
19,847656;-0,013;0,005;0,015;0,021
19,847964;-0,020;-0,005;0,013;0,024
19,860354;-0,023;-0,013;0,010;0,029
19,873793;-0,022;-0,017;0,008;0,029
19,874050;-0,021;-0,020;0,008;0,030
19,888589;-0,016;-0,018;0,009;0,026
19,902931;-0,010;-0,016;0,010;0,021
19,903314;-0,004;-0,011;0,010;0,016
19,916402;0,001;-0,006;0,013;0,014
19,929675;0,001;-0,001;0,015;0,015
19,944410;-0,000;0,001;0,018;0,018
19,944650;-0,002;0,000;0,014;0,014
19,959163;-0,005;-0,006;0,010;0,013
19,971813;-0,007;-0,016;0,004;0,018
19,985922;-0,009;-0,026;-0,009;0,029
20,000233;-0,006;-0,024;-0,014;0,029
20,000487;-0,002;-0,017;-0,016;0,024
20,013208;0,002;-0,006;-0,015;0,017
20,026506;0,006;0,007;-0,012;0,015
20,026819;0,010;0,017;-0,007;0,021
20,040597;0,011;0,026;0,001;0,028
20,052908;0,010;0,027;0,007;0,029
20,066297;0,005;0,023;0,010;0,026
20,066600;-0,004;0,016;0,013;0,021
20,080794;-0,013;0,005;0,013;0,019
20,094450;-0,024;-0,006;0,010;0,027
20,094700;-0,033;-0,016;0,008;0,037
20,108129;-0,037;-0,021;0,007;0,043
20,121655;-0,037;-0,023;0,007;0,044
20,135020;-0,031;-0,023;0,005;0,039
20,135256;-0,018;-0,020;0,004;0,027
20,148471;-0,004;-0,017;0,004;0,018
20,162094;0,010;-0,011;0,004;0,015
20,176561;0,026;0,002;0,008;0,027
20,189187;0,028;0,009;0,010;0,031
20,202775;0,028;0,009;0,009;0,031
20,217309;0,026;-0,009;-0,005;0,028
20,231204;0,022;-0,021;-0,010;0,032
20,244209;0,007;-0,029;-0,008;0,031
20,257806;-0,004;-0,027;-0,002;0,027
20,258054;-0,013;-0,023;0,004;0,027
20,272186;-0,021;-0,017;0,007;0,028
20,287754;-0,026;-0,012;0,007;0,029
20,288029;-0,028;-0,009;0,003;0,030
20,302564;-0,026;-0,006;0,002;0,026
20,315731;-0,022;-0,005;-0,001;0,023
20,316052;-0,017;-0,005;-0,001;0,018
20,329759;-0,013;-0,009;-0,002;0,016
20,345200;-0,012;-0,011;-0,003;0,017
20,345459;-0,013;-0,012;-0,005;0,019
20,361960;-0,018;-0,015;-0,007;0,024
20,379637;-0,029;-0,010;-0,010;0,033
20,396105;-0,033;-0,006;-0,009;0,035
20,413321;-0,028;-0,001;-0,007;0,029
20,427018;-0,015;-0,001;-0,003;0,015
20,441811;-0,011;0,001;0,001;0,011
20,442154;-0,011;0,004;0,007;0,013
20,457338;-0,013;0,005;0,013;0,019
20,474687;-0,017;0,005;0,014;0,023
20,474988;-0,020;0,002;0,012;0,023
20,491662;-0,021;-0,004;0,008;0,023
20,491958;-0,018;-0,011;0,003;0,022
20,508154;-0,015;-0,016;0,002;0,022
20,508562;-0,010;-0,017;0,003;0,020
20,527270;-0,006;-0,015;0,009;0,018
20,527637;-0,002;-0,010;0,015;0,018
20,542065;-0,002;-0,009;0,020;0,022
20,555308;-0,005;-0,007;0,025;0,027
20,569642;-0,022;0,001;0,035;0,041
20,584157;-0,033;0,002;0,035;0,048
20,584460;-0,042;-0,001;0,029;0,051
20,597633;-0,044;-0,011;0,020;0,050
20,611348;-0,040;-0,018;0,009;0,045
20,611633;-0,032;-0,024;0,001;0,040
20,625969;-0,020;-0,024;-0,007;0,032
20,640163;-0,005;-0,018;-0,010;0,022
20,640439;0,009;-0,006;-0,013;0,017
20,653378;0,021;0,006;-0,018;0,028
20,666566;0,029;0,017;-0,019;0,039
20,680938;0,035;0,024;-0,020;0,048
20,681220;0,035;0,027;-0,021;0,049
20,696515;0,033;0,027;-0,024;0,049
20,709529;0,027;0,023;-0,024;0,043
20,709802;0,018;0,020;-0,021;0,034
20,722634;0,009;0,015;-0,018;0,025
20,735586;-0,000;0,011;-0,014;0,018
20,736200;-0,009;0,007;-0,010;0,015
20,748033;-0,015;0,004;-0,010;0,018
20,762086;-0,018;0,000;-0,009;0,020
20,777242;-0,020;-0,002;-0,005;0,020
20,777626;-0,020;-0,004;-0,001;0,020
20,793253;-0,017;-0,004;0,003;0,018
20,806031;-0,013;0,000;0,013;0,019
20,819059;-0,011;0,001;0,014;0,018
20,834346;-0,006;0,001;0,014;0,015
20,834588;-0,000;-0,004;0,010;0,011
20,849762;0,004;-0,011;0,008;0,014
20,854003;0,006;-0,015;0,008;0,018
20,864067;0,005;-0,017;0,010;0,021
20,877164;0,001;-0,017;0,015;0,023
20,890375;-0,005;-0,015;0,020;0,025
20,890646;-0,011;-0,012;0,024;0,029
20,903292;-0,013;-0,012;0,023;0,029
20,916492;-0,013;-0,013;0,018;0,026
20,930726;-0,011;-0,015;0,012;0,022
20,930998;-0,005;-0,015;0,007;0,017
20,945470;0,002;-0,013;0,003;0,014
20,960635;0,010;-0,010;0,002;0,014
20,961100;0,017;-0,006;0,001;0,018
20,973514;0,022;-0,002;-0,001;0,022
20,986162;0,022;0,000;-0,002;0,022
20,986573;0,020;0,001;-0,002;0,020
21,000329;0,011;0,004;-0,002;0,012
21,013123;0,002;0,007;-0,002;0,008
21,027042;-0,007;0,007;-0,002;0,011
21,027333;-0,015;0,005;-0,004;0,016
21,040959;-0,018;-0,001;-0,007;0,020
21,053839;-0,020;-0,006;-0,008;0,022
21,066586;-0,017;-0,009;-0,004;0,020
21,081385;-0,016;-0,005;-0,001;0,017
21,081696;-0,016;-0,001;0,002;0,016
21,097149;-0,015;0,000;0,003;0,015
21,112161;-0,013;0,000;0,002;0,014
21,112486;-0,011;-0,001;0,001;0,011
21,125567;-0,007;-0,005;-0,002;0,009
21,139036;-0,002;-0,006;-0,003;0,007
21,139318;-0,000;-0,007;0,001;0,007
21,153781;-0,001;-0,006;0,007;0,009
21,170238;-0,002;-0,005;0,012;0,013
21,170487;-0,006;-0,005;0,014;0,016
21,185093;-0,010;-0,009;0,015;0,020
21,198296;-0,015;-0,012;0,015;0,024
21,198562;-0,017;-0,016;0,014;0,027
21,211714;-0,021;-0,016;0,014;0,030
21,226278;-0,023;-0,013;0,015;0,031
21,226536;-0,023;-0,012;0,016;0,031
21,241328;-0,021;-0,010;0,016;0,028
21,254270;-0,017;-0,006;0,015;0,024
21,267551;-0,011;-0,005;0,013;0,018
21,281670;-0,009;-0,007;0,008;0,014
21,282166;-0,009;-0,007;0,005;0,013
21,296051;-0,012;-0,009;0,007;0,016
21,308712;-0,020;-0,005;0,010;0,023
21,322322;-0,028;0,001;0,013;0,031
21,322569;-0,037;0,006;0,014;0,040
21,337310;-0,040;0,005;0,009;0,042
21,352497;-0,040;0,000;0,002;0,040
21,352788;-0,034;-0,007;-0,008;0,036
21,364962;-0,026;-0,011;-0,016;0,032
21,378505;-0,016;-0,010;-0,020;0,027
21,378770;-0,007;-0,002;-0,016;0,018
21,392732;-0,000;0,005;-0,012;0,013
21,405601;0,006;0,010;-0,008;0,014
21,419259;0,009;0,013;-0,003;0,016
21,419581;0,007;0,012;-0,001;0,014
21,433298;0,001;0,009;-0,001;0,009
21,447989;-0,007;0,004;-0,002;0,008
21,448252;-0,016;-0,002;-0,003;0,016
21,463347;-0,022;-0,007;-0,004;0,024
21,480268;-0,027;-0,013;-0,003;0,030
21,480510;-0,027;-0,020;0,001;0,033
21,496120;-0,027;-0,022;0,007;0,035
21,496402;-0,028;-0,021;0,014;0,038
21,511258;-0,032;-0,020;0,020;0,042
21,528561;-0,034;-0,017;0,023;0,044
21,528805;-0,038;-0,017;0,020;0,046
21,546274;-0,039;-0,018;0,015;0,046
21,546515;-0,038;-0,018;0,012;0,044
21,561497;-0,032;-0,016;0,005;0,036
21,577493;-0,010;-0,010;0,002;0,014
21,592655;-0,000;-0,005;0,004;0,006
21,592991;0,006;0,000;0,007;0,009
21,605297;0,007;0,005;0,008;0,012
21,619075;0,005;0,004;0,005;0,008
21,619310;-0,002;0,001;0,004;0,005
21,633516;-0,013;-0,002;0,003;0,014
21,647841;-0,026;-0,004;0,004;0,026
21,648128;-0,035;-0,006;0,005;0,036
21,661221;-0,042;-0,006;0,007;0,043
21,674719;-0,044;-0,009;0,009;0,046
21,688940;-0,042;-0,009;0,016;0,046
21,702227;-0,038;-0,007;0,019;0,043
21,715536;-0,037;-0,005;0,019;0,042
21,715806;-0,034;-0,004;0,016;0,038
21,729576;-0,031;-0,004;0,012;0,033
21,744569;-0,027;-0,005;0,007;0,028
21,744824;-0,021;-0,007;0,004;0,022
21,759996;-0,018;-0,010;0,007;0,022
21,775671;-0,016;-0,010;0,010;0,021
21,776007;-0,016;-0,007;0,014;0,022
21,789332;-0,018;-0,006;0,016;0,025
21,802199;-0,022;-0,010;0,018;0,030
21,802514;-0,023;-0,018;0,016;0,034
21,816847;-0,024;-0,029;0,014;0,041
21,830280;-0,032;-0,033;0,016;0,049
21,830516;-0,037;-0,028;0,014;0,048
21,843666;-0,040;-0,020;0,010;0,046
21,857235;-0,038;-0,013;0,008;0,041
21,857596;-0,031;-0,012;0,009;0,034
21,870695;-0,023;-0,010;0,010;0,027
21,887675;-0,013;-0,005;0,009;0,017
21,888753;-0,007;-0,002;0,008;0,011
21,900115;-0,004;-0,004;0,004;0,007
21,916242;-0,002;-0,007;0,001;0,008
21,916935;-0,005;-0,009;-0,002;0,010
21,930275;-0,011;-0,009;-0,003;0,014
21,945256;-0,016;-0,009;-0,003;0,018
21,959987;-0,023;-0,007;-0,003;0,025
21,973451;-0,024;-0,006;-0,002;0,025
21,973668;-0,026;-0,005;-0,001;0,026
21,986859;-0,024;-0,002;0,002;0,025
22,001250;-0,023;0,000;0,002;0,023
22,001531;-0,020;-0,001;0,002;0,020
22,013900;-0,015;-0,001;0,001;0,015
22,027106;-0,011;-0,002;0,001;0,011
22,041749;-0,006;-0,005;-0,002;0,008
22,042005;-0,002;-0,006;-0,003;0,007
22,057957;-0,000;-0,006;-0,004;0,007
22,058456;0,001;-0,005;-0,003;0,006
22,071629;0,002;-0,005;-0,002;0,006
22,084470;0,001;-0,001;-0,001;0,002
22,098067;-0,000;0,004;0,004;0,006
22,098311;-0,002;0,009;0,010;0,014
22,112339;-0,002;0,010;0,013;0,016
22,125265;-0,000;0,005;0,012;0,013
22,138467;0,005;-0,016;0,004;0,017
22,152600;0,005;-0,021;0,004;0,022
22,165690;0,001;-0,018;0,007;0,020
22,165953;-0,004;-0,012;0,012;0,017
22,179335;-0,005;-0,005;0,014;0,016
22,194285;-0,004;-0,001;0,010;0,011
22,194561;0,002;-0,002;0,002;0,004
22,208241;0,013;-0,005;-0,007;0,016
22,221518;0,023;-0,005;-0,010;0,026
22,221821;0,029;-0,002;-0,010;0,031
22,234941;0,034;0,005;-0,007;0,035
22,248918;0,032;0,011;-0,001;0,034
22,264444;0,026;0,015;0,005;0,030
22,264753;0,015;0,013;0,005;0,021
22,280626;0,002;0,010;0,003;0,011
22,280985;-0,009;0,005;0,001;0,010
22,295203;-0,020;0,000;-0,001;0,020
22,308722;-0,027;-0,004;-0,001;0,027
22,308994;-0,028;-0,006;-0,001;0,029
22,322506;-0,024;-0,009;0,002;0,026
22,336737;-0,020;-0,007;0,004;0,021
22,337056;-0,012;-0,005;0,004;0,014
22,350284;-0,005;-0,001;0,003;0,006
22,363600;0,001;0,002;0,001;0,003
22,376852;0,006;0,006;-0,002;0,009
22,377173;0,011;0,007;-0,003;0,014
22,389604;0,015;0,007;-0,002;0,016
22,403265;0,016;0,005;-0,001;0,017
