# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 415 Hz
# Recording started at: 2025-09-19 13:23:26.682
time;ωₓ (rad/s);ωᵧ (rad/s);ωᶻ (rad/s);ω_total (rad/s)
17,637817;0,108;0,027;0,006;0,112
17,651222;0,075;0,025;0,034;0,086
17,665057;0,027;0,018;0,067;0,074
17,665337;-0,031;0,009;0,101;0,106
17,678461;-0,091;-0,001;0,135;0,163
17,692690;-0,140;-0,007;0,162;0,214
17,692998;-0,167;-0,010;0,172;0,240
17,706133;-0,171;-0,018;0,163;0,237
17,719987;-0,155;-0,008;0,146;0,213
17,733681;-0,090;0,124;0,130;0,201
17,748024;-0,064;0,186;0,123;0,232
17,748954;-0,061;0,208;0,114;0,245
17,761517;-0,090;0,196;0,105;0,240
17,775446;-0,153;0,156;0,095;0,238
17,789821;-0,243;0,090;0,075;0,269
17,790110;-0,323;0,024;0,050;0,328
17,803007;-0,347;-0,012;0,025;0,348
17,817004;-0,281;0,013;0,007;0,281
17,817293;-0,123;0,117;0,013;0,170
17,830747;0,104;0,247;0,048;0,273
17,835228;0,345;0,352;0,106;0,504
17,845198;0,545;0,403;0,171;0,699
17,859440;0,659;0,373;0,223;0,790
17,874795;0,677;0,268;0,263;0,775
17,875898;0,617;0,129;0,300;0,698
17,888292;0,498;-0,001;0,325;0,594
17,902840;0,347;-0,092;0,342;0,496
17,903187;0,201;-0,131;0,361;0,434
17,918689;0,086;-0,118;0,389;0,416
17,934599;0,010;-0,067;0,416;0,422
17,934887;-0,036;0,005;0,432;0,434
17,948614;-0,062;0,082;0,437;0,449
17,961227;-0,074;0,146;0,432;0,462
17,975407;-0,079;0,192;0,412;0,462
17,989830;-0,083;0,178;0,397;0,442
17,990123;-0,090;0,151;0,384;0,423
18,004272;-0,096;0,128;0,377;0,410
18,017242;-0,094;0,128;0,378;0,410
18,017529;-0,078;0,161;0,382;0,422
18,030515;-0,051;0,205;0,382;0,436
18,044797;-0,018;0,230;0,384;0,448
18,059294;0,015;0,228;0,394;0,456
18,059582;0,044;0,201;0,405;0,454
18,075187;0,068;0,161;0,415;0,450
18,075563;0,085;0,117;0,430;0,453
18,090396;0,096;0,057;0,445;0,459
18,103971;0,099;-0,012;0,460;0,471
18,104218;0,091;-0,075;0,472;0,487
18,121605;0,068;-0,123;0,481;0,501
18,122982;0,035;-0,161;0,477;0,505
18,140259;0,020;-0,190;0,465;0,503
18,156901;0,031;-0,197;0,448;0,490
18,157225;0,064;-0,167;0,427;0,463
18,170808;0,112;-0,101;0,408;0,434
18,184933;0,230;0,023;0,356;0,425
18,198907;0,289;0,041;0,327;0,438
18,199246;0,336;0,013;0,309;0,457
18,213339;0,367;-0,057;0,312;0,485
18,228057;0,368;-0,145;0,329;0,515
18,228338;0,329;-0,247;0,345;0,537
18,241112;0,246;-0,346;0,343;0,546
18,254704;0,130;-0,396;0,317;0,524
18,269281;0,007;-0,360;0,272;0,451
18,269577;-0,096;-0,247;0,212;0,340
18,282035;-0,167;-0,114;0,138;0,245
18,295761;-0,223;-0,012;0,044;0,228
18,296014;-0,288;0,041;-0,070;0,299
18,309272;-0,370;0,046;-0,185;0,416
18,323449;-0,458;0,016;-0,275;0,534
18,324440;-0,549;-0,048;-0,346;0,651
18,337148;-0,646;-0,135;-0,412;0,778
18,350706;-0,741;-0,207;-0,479;0,907
18,365883;-0,797;-0,229;-0,531;0,985
18,366186;-0,778;-0,161;-0,560;0,972
18,379908;-0,654;0,018;-0,555;0,858
18,392911;-0,449;0,274;-0,515;0,736
18,393184;-0,213;0,514;-0,452;0,717
18,406316;0,007;0,673;-0,368;0,767
18,420190;0,176;0,736;-0,262;0,801
18,433802;0,354;0,591;-0,026;0,689
18,447873;0,388;0,423;0,073;0,579
18,448761;0,413;0,250;0,146;0,505
18,461855;0,442;0,111;0,190;0,493
18,475838;0,471;0,026;0,199;0,512
18,488902;0,490;-0,008;0,172;0,520
18,489185;0,489;-0,005;0,120;0,504
18,502482;0,459;0,018;0,061;0,463
18,517291;0,398;0,046;0,011;0,400
18,517582;0,310;0,059;-0,027;0,316
18,532541;0,208;0,054;-0,049;0,221
18,545455;0,109;0,036;-0,057;0,128
18,545724;0,024;0,007;-0,051;0,056
18,558930;-0,042;-0,019;-0,036;0,059
18,572760;-0,088;-0,025;-0,019;0,093
18,573185;-0,119;-0,012;-0,008;0,120
18,585779;-0,145;0,018;-0,010;0,146
18,599577;-0,169;0,063;-0,030;0,183
18,613695;-0,195;0,107;-0,060;0,230
18,614033;-0,211;0,131;-0,091;0,265
18,627943;-0,206;0,129;-0,109;0,266
18,641087;-0,185;0,123;-0,115;0,250
18,654765;-0,130;0,112;-0,080;0,189
18,669838;-0,100;0,092;-0,038;0,141
18,670216;-0,066;0,076;0,019;0,102
18,685315;-0,025;0,102;0,085;0,135
18,700295;0,019;0,158;0,150;0,219
18,700613;0,055;0,210;0,208;0,301
18,712842;0,086;0,247;0,265;0,372
18,726722;0,118;0,282;0,320;0,442
18,727010;0,147;0,318;0,366;0,507
18,741168;0,161;0,339;0,392;0,542
18,755176;0,152;0,332;0,397;0,539
18,755593;0,120;0,296;0,384;0,500
18,770189;0,069;0,238;0,360;0,437
18,783889;0,013;0,170;0,326;0,368
18,784187;-0,026;0,096;0,285;0,302
18,797765;-0,036;0,030;0,256;0,260
18,812050;-0,020;0,012;0,249;0,250
18,813147;0,009;0,046;0,268;0,272
18,824929;0,030;0,097;0,298;0,315
18,838438;0,030;0,126;0,318;0,344
18,854433;-0,007;0,141;0,323;0,353
18,854723;-0,091;0,158;0,318;0,367
18,870717;-0,394;0,126;0,326;0,527
18,883502;-0,565;0,081;0,348;0,669
18,896853;-0,709;0,032;0,377;0,804
18,910415;-0,811;-0,021;0,403;0,906
18,910704;-0,858;-0,056;0,422;0,958
18,923637;-0,834;-0,014;0,441;0,943
18,936606;-0,733;0,097;0,459;0,870
18,937005;-0,581;0,213;0,472;0,779
18,950692;-0,349;0,422;0,471;0,722
18,964570;-0,080;0,626;0,438;0,768
18,966263;0,150;0,687;0,392;0,805
18,980069;0,291;0,622;0,359;0,775
18,993385;0,318;0,487;0,326;0,667
19,006892;0,242;0,295;0,277;0,472
19,007148;0,095;0,070;0,223;0,252
19,021018;-0,084;-0,137;0,175;0,238
19,034368;-0,256;-0,288;0,136;0,409
19,034628;-0,397;-0,357;0,111;0,545
19,048366;-0,486;-0,341;0,108;0,604
19,062262;-0,524;-0,261;0,118;0,597
19,062528;-0,516;-0,152;0,138;0,556
19,076636;-0,471;-0,034;0,172;0,503
19,089503;-0,393;0,095;0,227;0,463
19,102440;-0,190;0,354;0,370;0,546
19,117008;-0,102;0,422;0,441;0,619
19,129585;-0,042;0,425;0,497;0,655
19,129880;-0,013;0,365;0,531;0,644
19,142528;0,000;0,273;0,541;0,606
19,156715;-0,001;0,191;0,538;0,571
19,157716;-0,019;0,112;0,527;0,539
19,170489;-0,064;0,023;0,516;0,521
19,184261;-0,133;-0,071;0,514;0,536
19,197927;-0,210;-0,145;0,519;0,578
19,198210;-0,278;-0,177;0,522;0,618
19,211859;-0,332;-0,175;0,513;0,635
19,224687;-0,367;-0,161;0,486;0,630
19,224996;-0,386;-0,148;0,448;0,609
19,238268;-0,379;-0,137;0,406;0,573
19,252947;-0,339;-0,124;0,367;0,515
19,253237;-0,266;-0,117;0,333;0,442
19,268205;-0,164;-0,118;0,312;0,372
19,281364;-0,041;-0,146;0,304;0,340
19,282275;0,091;-0,208;0,314;0,387
19,294855;0,211;-0,282;0,336;0,486
19,308506;0,297;-0,357;0,353;0,583
19,322084;0,334;-0,433;0,358;0,653
19,322333;0,329;-0,511;0,354;0,704
19,339587;0,307;-0,603;0,342;0,758
19,355034;0,316;-0,779;0,278;0,885
19,368665;0,349;-0,808;0,226;0,909
19,368939;0,377;-0,775;0,164;0,877
19,382543;0,374;-0,691;0,094;0,791
19,396586;0,314;-0,610;-0,003;0,687
19,397033;0,202;-0,585;-0,121;0,630
19,409593;0,068;-0,626;-0,242;0,675
19,422711;-0,066;-0,696;-0,344;0,779
19,436768;-0,210;-0,750;-0,432;0,890
19,437093;-0,390;-0,770;-0,523;1,010
19,449616;-0,587;-0,721;-0,616;1,116
19,462813;-0,724;-0,578;-0,683;1,151
19,476523;-0,750;-0,356;-0,709;1,092
19,476860;-0,651;-0,081;-0,685;0,948
19,489424;-0,442;0,183;-0,616;0,780
19,503037;-0,161;0,388;-0,514;0,663
19,503517;0,154;0,511;-0,380;0,656
19,517592;0,457;0,526;-0,236;0,736
19,533415;0,721;0,433;-0,096;0,847
19,533764;0,939;0,302;0,033;0,987
19,548164;1,117;0,162;0,144;1,138
19,561068;1,247;0,032;0,240;1,270
19,574634;1,359;-0,111;0,390;1,418
19,588893;1,338;-0,153;0,437;1,416
19,589201;1,269;-0,185;0,467;1,365
19,604489;1,157;-0,194;0,483;1,269
19,619696;1,002;-0,167;0,488;1,127
19,620044;0,804;-0,118;0,483;0,946
19,633348;0,575;-0,047;0,475;0,747
19,647111;0,323;0,045;0,465;0,568
19,647509;0,064;0,122;0,445;0,466
19,661570;-0,183;0,152;0,411;0,475
19,675843;-0,400;0,145;0,360;0,557
19,676157;-0,569;0,122;0,293;0,651
19,688997;-0,674;0,097;0,213;0,714
19,702341;-0,715;0,104;0,134;0,735
19,717385;-0,708;0,131;0,059;0,723
19,717699;-0,674;0,146;-0,005;0,690
19,732840;-0,635;0,150;-0,060;0,655
19,733161;-0,613;0,166;-0,103;0,643
19,747720;-0,609;0,222;-0,134;0,662
19,760780;-0,610;0,300;-0,150;0,696
19,774339;-0,606;0,377;-0,130;0,725
19,788894;-0,607;0,394;-0,096;0,730
19,789920;-0,620;0,403;-0,053;0,741
19,802185;-0,653;0,395;-0,011;0,764
19,815686;-0,693;0,390;0,028;0,796
19,829627;-0,729;0,401;0,064;0,835
19,829968;-0,750;0,409;0,096;0,859
19,843833;-0,747;0,414;0,134;0,864
19,856606;-0,723;0,449;0,180;0,870
19,856929;-0,691;0,499;0,229;0,883
19,870265;-0,671;0,521;0,273;0,893
19,884681;-0,669;0,503;0,315;0,894
19,889347;-0,690;0,460;0,350;0,900
19,898316;-0,731;0,395;0,372;0,911
19,910903;-0,786;0,340;0,387;0,940
19,925028;-0,838;0,324;0,404;0,985
19,925348;-0,871;0,318;0,420;1,018
19,938386;-0,871;0,305;0,431;1,018
19,952140;-0,836;0,313;0,433;0,993
19,953122;-0,761;0,345;0,442;0,945
19,972145;-0,652;0,378;0,455;0,880
19,974904;-0,519;0,396;0,472;0,806
19,989545;-0,358;0,403;0,496;0,732
20,005001;-0,160;0,416;0,535;0,696
20,005290;0,071;0,433;0,607;0,749
20,020646;0,310;0,433;0,717;0,893
20,033734;0,709;0,363;0,974;1,259
20,046865;0,826;0,307;1,081;1,395
20,061104;0,865;0,240;1,149;1,459
20,061344;0,832;0,186;1,179;1,455
20,076097;0,749;0,152;1,168;1,396
20,077392;0,646;0,117;1,128;1,305
20,089336;0,540;0,082;1,082;1,212
20,102649;0,448;0,060;1,039;1,133
20,116630;0,373;0,049;0,996;1,065
20,116933;0,323;0,031;0,954;1,007
20,129364;0,311;-0,015;0,923;0,974
20,143037;0,344;-0,075;0,913;0,979
20,157374;0,412;-0,126;0,911;1,008
20,157687;0,493;-0,186;0,909;1,050
20,171985;0,564;-0,260;0,911;1,102
20,173453;0,609;-0,330;0,922;1,153
20,185048;0,633;-0,374;0,939;1,193
20,198374;0,637;-0,404;0,962;1,223
20,212621;0,630;-0,382;0,985;1,230
20,212939;0,624;-0,296;1,004;1,218
20,226118;0,616;-0,199;1,014;1,203
20,239838;0,611;-0,101;1,021;1,194
20,253331;0,592;0,064;1,025;1,185
20,267406;0,580;0,134;1,026;1,186
20,280848;0,565;0,230;1,032;1,199
20,281124;0,545;0,313;1,036;1,212
20,294686;0,525;0,373;1,032;1,216
20,309760;0,503;0,460;1,025;1,230
20,310060;0,472;0,570;1,012;1,254
20,324462;0,423;0,726;0,985;1,295
20,337281;0,355;0,933;0,944;1,374
20,337586;0,259;1,136;0,894;1,468
20,350430;0,132;1,287;0,839;1,542
20,365062;-0,009;1,370;0,783;1,578
20,365378;-0,146;1,380;0,728;1,567
20,379635;-0,250;1,332;0,680;1,517
20,392647;-0,282;1,247;0,642;1,430
20,393580;-0,270;1,164;0,597;1,335
20,405991;-0,230;1,138;0,532;1,277
20,420347;-0,184;1,189;0,431;1,278
20,433646;-0,155;1,254;0,336;1,307
20,433944;-0,131;1,320;0,266;1,353
20,447545;-0,108;1,426;0,230;1,449
20,461665;-0,075;1,574;0,233;1,593
20,462001;-0,023;1,746;0,272;1,768
20,475772;0,040;1,913;0,339;1,943
20,489139;0,099;2,032;0,410;2,076
20,502887;0,008;2,041;0,460;2,092
20,517733;-0,158;1,952;0,406;2,000
20,518036;-0,310;1,732;0,300;1,785
20,532888;-0,428;1,445;0,168;1,516
20,545533;-0,551;1,158;0,008;1,282
20,546746;-0,654;0,929;-0,167;1,149
20,559055;-0,720;0,789;-0,319;1,115
20,573625;-0,725;0,662;-0,424;1,069
20,588118;-0,652;0,525;-0,466;0,958
20,588472;-0,505;0,390;-0,446;0,779
20,601208;-0,310;0,305;-0,380;0,578
20,614442;-0,089;0,323;-0,270;0,431
20,614751;0,124;0,438;-0,123;0,471
20,628087;0,302;0,577;0,044;0,653
20,641561;0,440;0,709;0,211;0,861
20,642529;0,532;0,781;0,371;1,015
20,655432;0,573;0,787;0,515;1,102
20,669512;0,562;0,817;0,629;1,174
20,683468;0,499;0,875;0,681;1,216
20,683846;0,372;0,892;0,668;1,175
20,697197;0,200;0,844;0,595;1,051
20,710731;0,024;0,819;0,476;0,948
20,725375;-0,224;0,825;0,138;0,866
20,739464;-0,281;0,682;-0,043;0,739
20,739883;-0,279;0,442;-0,189;0,556
20,752497;-0,229;0,189;-0,267;0,399
20,765925;-0,155;-0,016;-0,283;0,323
20,767123;-0,086;-0,206;-0,257;0,340
20,780082;-0,009;-0,405;-0,225;0,464
20,793631;0,098;-0,555;-0,214;0,603
20,807183;0,231;-0,627;-0,226;0,706
20,807670;0,379;-0,613;-0,253;0,764
20,821564;0,520;-0,533;-0,283;0,796
20,835969;0,633;-0,420;-0,306;0,819
20,836331;0,707;-0,299;-0,307;0,826
20,849324;0,718;-0,128;-0,263;0,775
20,863224;0,614;0,241;-0,152;0,677
20,863713;0,477;0,381;0,013;0,610
20,877441;0,387;0,291;0,210;0,528
20,891564;0,335;0,300;0,381;0,589
20,891914;0,307;0,362;0,489;0,682
20,905246;0,291;0,383;0,541;0,724
20,918563;0,275;0,377;0,538;0,713
20,933245;0,252;0,352;0,487;0,652
20,933516;0,233;0,286;0,406;0,549
20,946601;0,228;0,169;0,312;0,422
20,960061;0,239;0,021;0,222;0,327
20,974880;0,283;-0,335;0,103;0,451
20,991028;0,310;-0,504;0,083;0,597
20,991474;0,340;-0,586;0,094;0,684
21,006733;0,357;-0,549;0,135;0,669
21,007051;0,363;-0,459;0,196;0,617
21,021097;0,367;-0,416;0,270;0,617
21,035649;0,352;-0,448;0,327;0,657
21,036031;0,303;-0,503;0,348;0,682
21,048814;0,225;-0,570;0,334;0,698
21,062330;0,114;-0,669;0,296;0,740
21,077481;-0,029;-0,778;0,249;0,817
21,077839;-0,175;-0,864;0,216;0,908
21,093301;-0,274;-0,907;0,224;0,974
21,093718;-0,292;-0,884;0,274;0,970
21,106357;-0,222;-0,796;0,358;0,900
21,119869;-0,089;-0,648;0,455;0,797
21,133798;0,071;-0,465;0,548;0,722
21,134018;0,207;-0,294;0,612;0,709
21,148427;0,270;-0,186;0,634;0,714
21,161520;0,240;-0,164;0,608;0,674
21,161777;0,126;-0,202;0,536;0,587
21,174710;-0,024;-0,241;0,438;0,501
21,190256;-0,166;-0,232;0,351;0,452
21,207100;-0,329;-0,100;0,296;0,454
21,208090;-0,353;-0,024;0,322;0,478
21,221137;-0,351;0,062;0,371;0,515
21,233775;-0,342;0,140;0,433;0,569
21,247492;-0,336;0,189;0,497;0,628
21,247787;-0,334;0,210;0,549;0,676
21,261415;-0,334;0,207;0,582;0,703
21,276102;-0,331;0,189;0,592;0,704
21,276409;-0,323;0,151;0,610;0,707
21,288833;-0,317;0,078;0,668;0,743
21,302514;-0,288;0,010;0,733;0,787
21,303738;-0,215;-0,064;0,779;0,811
21,316815;-0,103;-0,107;0,770;0,785
21,330756;0,022;-0,126;0,720;0,732
21,344458;0,128;-0,131;0,665;0,690
21,344757;0,187;-0,142;0,629;0,671
21,358173;0,200;-0,177;0,610;0,666
21,372601;0,185;-0,212;0,598;0,661
21,372963;0,161;-0,244;0,582;0,651
21,385430;0,139;-0,269;0,553;0,631
21,398671;0,121;-0,286;0,502;0,590
21,412530;0,092;-0,313;0,359;0,485
21,425207;0,088;-0,294;0,305;0,433
21,438439;0,106;-0,255;0,283;0,395
21,438740;0,140;-0,197;0,281;0,370
21,452255;0,186;-0,124;0,287;0,364
21,464920;0,236;-0,042;0,289;0,376
21,478747;0,277;0,035;0,283;0,397
21,479020;0,303;0,074;0,260;0,406
21,492726;0,319;0,080;0,226;0,399
21,506216;0,330;0,054;0,186;0,383
21,506495;0,336;-0,001;0,147;0,367
21,519941;0,340;-0,079;0,109;0,366
21,533536;0,343;-0,166;0,066;0,386
21,533845;0,336;-0,254;0,011;0,421
21,547362;0,321;-0,351;-0,051;0,478
21,560553;0,306;-0,445;-0,115;0,552
21,574059;0,307;-0,484;-0,182;0,602
21,574380;0,329;-0,454;-0,245;0,612
21,587997;0,345;-0,390;-0,299;0,600
21,601356;0,328;-0,340;-0,346;0,586
21,614734;0,182;-0,240;-0,402;0,503
21,629517;0,068;-0,172;-0,402;0,443
21,629837;-0,072;-0,098;-0,401;0,419
21,643992;-0,234;-0,020;-0,404;0,467
21,656804;-0,381;0,079;-0,390;0,551
21,670052;-0,463;0,222;-0,336;0,613
21,670353;-0,458;0,390;-0,251;0,652
21,683838;-0,386;0,530;-0,164;0,675
21,696583;-0,277;0,605;-0,091;0,672
21,696866;-0,156;0,611;-0,032;0,632
21,709815;-0,039;0,544;0,013;0,546
21,724246;0,063;0,406;0,035;0,413
21,725443;0,145;0,243;0,045;0,286
21,737772;0,200;0,101;0,057;0,231
21,751244;0,229;0,002;0,075;0,241
21,765127;0,237;-0,035;0,105;0,262
21,765486;0,230;0,007;0,156;0,278
21,778932;0,213;0,103;0,237;0,335
21,791845;0,191;0,199;0,323;0,425
21,792780;0,158;0,271;0,373;0,487
21,805319;0,107;0,323;0,373;0,505
21,819703;0,036;0,345;0,338;0,484
21,832531;-0,129;0,258;0,246;0,380
21,845837;-0,171;0,196;0,212;0,335
21,859788;-0,162;0,140;0,163;0,269
21,860132;-0,123;0,080;0,080;0,167
21,872588;-0,083;0,019;-0,024;0,088
21,886178;-0,058;-0,027;-0,123;0,138
21,900658;-0,057;-0,037;-0,202;0,213
21,901000;-0,085;-0,020;-0,272;0,285
21,913781;-0,138;0,016;-0,339;0,366
21,927579;-0,201;0,073;-0,401;0,455
21,927882;-0,270;0,151;-0,460;0,554
21,940969;-0,323;0,261;-0,509;0,657
21,955343;-0,361;0,381;-0,549;0,759
21,955699;-0,393;0,493;-0,582;0,858
21,968429;-0,422;0,594;-0,594;0,941
21,982049;-0,442;0,692;-0,582;1,006
21,995931;-0,443;0,763;-0,550;1,040
21,996389;-0,437;0,792;-0,516;1,042
22,009433;-0,422;0,809;-0,495;1,039
22,023575;-0,392;0,819;-0,481;1,027
22,023918;-0,347;0,805;-0,470;0,994
22,037642;-0,289;0,757;-0,470;0,936
22,052103;-0,213;0,707;-0,471;0,876
22,052445;-0,128;0,636;-0,472;0,802
22,065555;-0,042;0,556;-0,467;0,728
22,078883;0,027;0,476;-0,444;0,651
22,092910;0,031;0,266;-0,378;0,463
22,107090;-0,017;0,126;-0,280;0,308
22,120403;-0,052;0,025;-0,124;0,137
22,120713;-0,085;0,024;0,050;0,101
22,134165;-0,155;0,098;0,180;0,257
22,148588;-0,290;0,163;0,246;0,414
22,148943;-0,471;0,157;0,276;0,568
22,162117;-0,636;0,096;0,307;0,713
22,175580;-0,734;0,015;0,343;0,810
22,175867;-0,756;-0,081;0,367;0,844
22,189333;-0,707;-0,135;0,375;0,811
22,203488;-0,606;-0,087;0,386;0,723
22,204553;-0,478;0,037;0,433;0,647
22,217259;-0,349;0,206;0,526;0,664
22,231145;-0,240;0,385;0,642;0,787
22,245789;-0,167;0,524;0,741;0,923
22,246048;-0,124;0,570;0,785;0,978
22,260071;-0,086;0,511;0,762;0,922
22,273001;-0,022;0,390;0,690;0,793
22,273289;0,069;0,245;0,598;0,650
22,286614;0,164;0,096;0,516;0,550
22,301188;0,244;-0,031;0,465;0,526
22,314289;0,308;-0,140;0,459;0,570
22,327934;0,288;-0,136;0,478;0,575
22,328822;0,233;-0,117;0,492;0,556
22,342063;0,152;-0,098;0,493;0,525
22,356584;0,065;-0,082;0,480;0,491
22,357618;-0,007;-0,062;0,452;0,456
22,369701;-0,047;-0,029;0,415;0,419
22,383151;-0,052;0,009;0,370;0,373
22,397708;-0,022;0,037;0,316;0,319
22,397988;0,036;0,040;0,254;0,259
22,413725;0,114;0,024;0,183;0,217
22,429000;0,206;0,004;0,113;0,235
22,429345;0,295;-0,019;0,052;0,300
22,441583;0,366;-0,046;0,009;0,369
22,455031;0,406;-0,067;-0,013;0,412
22,455419;0,410;-0,081;-0,016;0,418
22,469376;0,388;-0,086;-0,013;0,397
22,484101;0,354;-0,078;-0,000;0,362
22,484463;0,322;-0,036;0,018;0,324
22,498892;0,305;0,042;0,040;0,310
22,512116;0,313;0,152;0,077;0,357
22,512423;0,343;0,276;0,127;0,457
22,526084;0,377;0,384;0,177;0,566
22,540312;0,401;0,467;0,207;0,650
22,553058;0,404;0,466;0,188;0,645
22,566439;0,401;0,370;0,136;0,562
22,581315;0,412;0,246;0,072;0,485
22,581613;0,429;0,117;0,001;0,445
22,597175;0,434;-0,021;-0,075;0,441
22,597533;0,426;-0,155;-0,156;0,479
22,612138;0,399;-0,274;-0,240;0,540
22,625612;0,336;-0,381;-0,323;0,602
22,625896;0,237;-0,469;-0,404;0,662
22,639253;0,110;-0,519;-0,477;0,713
22,653714;-0,030;-0,521;-0,545;0,755
22,654801;-0,158;-0,488;-0,610;0,797
22,668050;-0,252;-0,416;-0,655;0,816
22,680979;-0,310;-0,329;-0,686;0,821
22,693884;-0,349;-0,254;-0,718;0,837
22,694196;-0,392;-0,200;-0,764;0,882
22,708526;-0,448;-0,168;-0,824;0,953
22,722086;-0,509;-0,161;-0,889;1,037
22,722377;-0,574;-0,180;-0,958;1,131
22,735969;-0,652;-0,235;-1,035;1,246
22,749413;-0,756;-0,332;-1,110;1,383
22,763572;-0,977;-0,592;-1,182;1,644
22,777146;-1,020;-0,660;-1,142;1,667
22,790836;-0,982;-0,655;-1,047;1,578
22,791100;-0,860;-0,591;-0,909;1,384
22,805715;-0,668;-0,477;-0,736;1,102
22,819829;-0,432;-0,344;-0,545;0,776
22,820130;-0,191;-0,247;-0,372;0,486
22,832675;0,013;-0,218;-0,252;0,334
22,846363;0,158;-0,260;-0,191;0,359
22,846627;0,245;-0,343;-0,179;0,458
22,861281;0,280;-0,440;-0,207;0,562
22,875481;0,277;-0,542;-0,274;0,667
22,875857;0,233;-0,654;-0,383;0,793
22,889114;0,156;-0,768;-0,518;0,939
22,902460;0,063;-0,863;-0,671;1,095
22,917206;-0,030;-0,906;-0,823;1,224
22,917490;-0,113;-0,867;-0,957;1,296
22,933271;-0,173;-0,758;-1,058;1,313
22,933602;-0,201;-0,600;-1,127;1,293
22,948283;-0,196;-0,428;-1,162;1,254
22,952812;-0,158;-0,269;-1,171;1,212
22,971213;-0,024;-0,053;-1,150;1,152
22,985013;0,057;-0,015;-1,135;1,137
22,998750;0,136;-0,010;-1,120;1,128
22,999646;0,209;-0,020;-1,110;1,130
23,012121;0,269;-0,036;-1,106;1,139
23,025876;0,313;-0,048;-1,105;1,149
23,040003;0,333;-0,062;-1,106;1,157
23,040301;0,324;-0,070;-1,110;1,158
23,053834;0,284;-0,087;-1,115;1,154
23,068040;0,211;-0,108;-1,121;1,146
23,068411;0,110;-0,126;-1,131;1,143
23,080843;-0,004;-0,135;-1,150;1,158
23,094496;-0,116;-0,109;-1,170;1,180
23,095549;-0,194;-0,047;-1,173;1,190
23,109228;-0,232;0,036;-1,148;1,171
23,123871;-0,241;0,119;-1,105;1,137
23,124188;-0,237;0,190;-1,056;1,099
23,136821;-0,227;0,244;-1,003;1,057
23,149847;-0,212;0,262;-0,945;1,003
23,164463;-0,190;0,243;-0,878;0,930
23,164855;-0,164;0,203;-0,804;0,846
23,177564;-0,141;0,162;-0,725;0,756
23,191561;-0,129;0,123;-0,633;0,658
23,191842;-0,123;0,098;-0,534;0,557
23,205685;-0,107;0,098;-0,433;0,457
23,219643;-0,066;0,114;-0,334;0,359
23,233177;0,016;0,093;-0,180;0,204
23,246922;-0,009;-0,005;-0,143;0,144
23,261514;-0,102;-0,152;-0,146;0,234
23,261809;-0,239;-0,310;-0,195;0,437
23,275657;-0,370;-0,427;-0,267;0,625
23,288760;-0,431;-0,475;-0,319;0,716
23,289046;-0,371;-0,453;-0,325;0,670
23,301882;-0,190;-0,346;-0,274;0,481
23,316360;0,068;-0,168;-0,180;0,255
23,316816;0,336;0,043;-0,059;0,344
23,329889;0,566;0,230;0,067;0,615
23,343874;0,732;0,351;0,177;0,831
23,344658;0,826;0,394;0,246;0,948
23,357102;0,858;0,357;0,262;0,966
23,371344;0,840;0,250;0,230;0,906
23,384355;0,793;0,098;0,169;0,817
23,384604;0,732;-0,060;0,092;0,741
23,398066;0,661;-0,206;0,009;0,693
23,413057;0,589;-0,318;-0,071;0,674
23,413374;0,526;-0,378;-0,148;0,664
23,428415;0,483;-0,370;-0,217;0,646
23,441361;0,468;-0,289;-0,272;0,614
23,455099;0,510;-0,052;-0,325;0,607
23,469798;0,561;0,023;-0,328;0,650
23,470104;0,627;0,063;-0,319;0,707
23,484524;0,687;0,075;-0,308;0,757
23,497144;0,715;0,052;-0,297;0,776
23,498057;0,703;-0,003;-0,280;0,757
23,510628;0,657;-0,076;-0,257;0,709
23,524580;0,588;-0,142;-0,225;0,646
23,537966;0,514;-0,196;-0,192;0,582
23,538239;0,449;-0,246;-0,153;0,534
23,551889;0,411;-0,274;-0,115;0,507
23,565644;0,395;-0,267;-0,093;0,486
23,565989;0,394;-0,236;-0,088;0,468
23,579900;0,405;-0,190;-0,092;0,457
23,593425;0,424;-0,144;-0,096;0,458
23,593704;0,449;-0,103;-0,101;0,471
23,607130;0,467;-0,073;-0,107;0,485
23,621711;0,481;-0,063;-0,113;0,498
23,622686;0,489;-0,080;-0,118;0,509
23,635861;0,493;-0,118;-0,123;0,521
23,648708;0,493;-0,174;-0,124;0,537
23,662041;0,488;-0,246;-0,121;0,560
23,662350;0,477;-0,326;-0,125;0,591
23,677925;0,461;-0,412;-0,141;0,634
23,694067;0,432;-0,519;-0,179;0,698
23,694378;0,382;-0,651;-0,245;0,793
23,707977;0,314;-0,781;-0,333;0,906
23,720674;0,190;-0,955;-0,548;1,117
23,734339;0,154;-0,949;-0,654;1,163
23,749237;0,130;-0,872;-0,738;1,150
23,749558;0,101;-0,743;-0,790;1,089
23,765209;0,052;-0,602;-0,807;1,008
23,766276;-0,018;-0,491;-0,803;0,941
23,779736;-0,108;-0,427;-0,787;0,902
23,792577;-0,208;-0,409;-0,768;0,894
23,806176;-0,309;-0,418;-0,759;0,920
23,806496;-0,409;-0,455;-0,773;0,985
23,820528;-0,500;-0,502;-0,807;1,074
23,833814;-0,563;-0,544;-0,846;1,153
23,834110;-0,576;-0,571;-0,879;1,196
23,847463;-0,531;-0,576;-0,901;1,194
