# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 415 Hz
# Recording started at: 2025-09-19 13:23:26.682
time;ωₓ (rad/s);ωᵧ (rad/s);ωᶻ (rad/s);ω_total (rad/s)
23,861545;-0,417;-0,552;-0,907;1,141
23,861948;-0,249;-0,492;-0,890;1,047
23,876182;-0,058;-0,389;-0,854;0,941
23,889589;0,103;-0,268;-0,799;0,850
23,902962;0,212;-0,164;-0,672;0,724
23,916898;0,168;-0,175;-0,614;0,660
23,930226;0,088;-0,216;-0,567;0,613
23,930517;0,002;-0,274;-0,542;0,607
23,943976;-0,059;-0,337;-0,545;0,644
23,957977;-0,086;-0,389;-0,578;0,702
23,958293;-0,090;-0,431;-0,632;0,770
23,972499;-0,079;-0,467;-0,685;0,833
23,977245;-0,056;-0,477;-0,720;0,866
23,987874;-0,033;-0,454;-0,735;0,864
23,999695;-0,018;-0,415;-0,736;0,845
24,013681;-0,011;-0,370;-0,732;0,820
24,027116;-0,004;-0,315;-0,727;0,793
24,027435;0,007;-0,263;-0,724;0,770
24,040986;0,021;-0,234;-0,727;0,764
24,055107;0,038;-0,224;-0,744;0,778
24,055562;0,051;-0,229;-0,775;0,810
24,069548;0,052;-0,258;-0,815;0,857
24,084422;0,052;-0,296;-0,858;0,909
24,085443;0,057;-0,323;-0,894;0,952
24,099602;0,066;-0,328;-0,909;0,969
24,112664;0,080;-0,312;-0,900;0,956
24,112954;0,087;-0,284;-0,875;0,924
24,126367;0,082;-0,254;-0,851;0,892
24,140761;0,053;-0,232;-0,835;0,868
24,153585;-0,072;-0,246;-0,834;0,872
24,166952;-0,141;-0,271;-0,835;0,889
24,181374;-0,194;-0,269;-0,831;0,895
24,181713;-0,213;-0,235;-0,813;0,873
24,195342;-0,194;-0,183;-0,777;0,822
24,210292;-0,136;-0,123;-0,727;0,750
24,210582;-0,047;-0,058;-0,671;0,675
24,223988;0,060;0,029;-0,610;0,614
24,237606;0,152;0,126;-0,550;0,585
24,237953;0,200;0,201;-0,495;0,571
24,251961;0,192;0,219;-0,450;0,536
24,265290;0,148;0,184;-0,417;0,479
24,265616;0,093;0,123;-0,388;0,417
24,278871;0,063;0,076;-0,349;0,362
24,293187;0,079;0,071;-0,296;0,315
24,293542;0,128;0,086;-0,241;0,286
24,306510;0,179;0,079;-0,190;0,272
24,319194;0,212;0,038;-0,142;0,258
24,333326;0,215;-0,029;-0,098;0,239
24,333647;0,181;-0,113;-0,066;0,224
24,347893;0,103;-0,213;-0,053;0,243
24,360847;-0,003;-0,318;-0,059;0,324
24,374772;-0,166;-0,394;-0,065;0,432
24,388045;-0,139;-0,317;-0,032;0,348
24,389037;-0,023;-0,179;0,036;0,184
24,401141;0,151;-0,020;0,120;0,194
24,414615;0,324;0,112;0,193;0,393
24,429090;0,442;0,189;0,228;0,532
24,429355;0,470;0,216;0,223;0,563
24,442357;0,415;0,185;0,184;0,490
24,455989;0,312;0,097;0,122;0,349
24,456239;0,204;-0,004;0,052;0,211
24,469748;0,128;-0,095;-0,014;0,159
24,484474;0,095;-0,164;-0,065;0,200
24,484807;0,099;-0,211;-0,095;0,251
24,497490;0,128;-0,230;-0,104;0,283
24,510955;0,164;-0,221;-0,102;0,293
24,525145;0,202;-0,183;-0,092;0,288
24,525452;0,234;-0,124;-0,076;0,275
24,539834;0,251;-0,057;-0,060;0,264
24,555444;0,240;0,003;-0,048;0,245
24,555709;0,209;0,040;-0,046;0,218
24,571162;0,176;0,058;-0,046;0,191
24,588918;0,146;0,070;-0,040;0,167
24,589928;0,150;0,062;-0,027;0,164
24,604934;0,157;0,040;-0,011;0,162
24,620340;0,165;0,016;0,003;0,166
24,620702;0,168;-0,010;0,009;0,168
24,635297;0,162;-0,052;0,008;0,170
24,649275;0,147;-0,100;0,006;0,178
24,649522;0,124;-0,156;0,002;0,199
24,663027;0,093;-0,212;-0,005;0,232
24,677558;0,064;-0,256;-0,015;0,264
24,677872;0,043;-0,291;-0,030;0,296
24,691731;0,042;-0,318;-0,053;0,325
24,705467;0,066;-0,328;-0,079;0,344
24,705753;0,120;-0,315;-0,104;0,353
24,719166;0,196;-0,280;-0,126;0,365
24,732974;0,283;-0,232;-0,145;0,393
24,733911;0,361;-0,190;-0,163;0,439
24,747117;0,409;-0,172;-0,190;0,482
24,760331;0,404;-0,185;-0,229;0,500
24,773915;0,345;-0,235;-0,280;0,503
24,774217;0,244;-0,315;-0,345;0,527
24,787834;0,128;-0,385;-0,417;0,582
24,801052;0,030;-0,411;-0,474;0,629
24,814776;-0,025;-0,328;-0,512;0,609
24,829280;0,014;-0,250;-0,507;0,566
24,829615;0,080;-0,157;-0,506;0,536
24,843196;0,140;-0,084;-0,516;0,541
24,856712;0,157;-0,073;-0,537;0,564
24,869875;0,117;-0,115;-0,553;0,577
24,870168;0,027;-0,189;-0,550;0,582
24,883839;-0,097;-0,289;-0,542;0,622
24,896835;-0,252;-0,417;-0,556;0,740
24,897131;-0,421;-0,528;-0,605;0,907
24,910067;-0,554;-0,556;-0,666;1,030
24,923894;-0,606;-0,467;-0,705;1,040
24,925332;-0,553;-0,290;-0,693;0,933
24,936922;-0,412;-0,087;-0,633;0,761
24,950166;-0,221;0,092;-0,540;0,591
24,964186;-0,018;0,216;-0,422;0,474
24,964538;0,154;0,257;-0,288;0,416
24,977200;0,269;0,213;-0,152;0,376
24,990513;0,323;0,103;-0,032;0,341
24,994509;0,329;-0,029;0,055;0,335
25,004144;0,308;-0,159;0,092;0,359
25,017388;0,280;-0,265;0,084;0,394
25,030525;0,256;-0,343;0,039;0,429
25,043874;0,203;-0,454;-0,091;0,506
25,056792;0,170;-0,513;-0,143;0,559
25,070433;0,139;-0,531;-0,179;0,577
25,070705;0,106;-0,510;-0,203;0,559
25,084796;0,074;-0,481;-0,217;0,532
25,099993;0,048;-0,450;-0,218;0,502
25,100335;0,035;-0,389;-0,211;0,444
25,114068;0,030;-0,295;-0,200;0,357
25,127615;0,022;-0,200;-0,196;0,281
25,127886;0,011;-0,120;-0,198;0,232
25,141470;0,003;-0,058;-0,204;0,213
25,155732;-0,004;-0,013;-0,220;0,221
25,156025;-0,018;0,009;-0,256;0,257
25,168561;-0,044;0,007;-0,310;0,313
25,182543;-0,084;-0,012;-0,373;0,383
25,197004;-0,138;-0,030;-0,437;0,459
25,197333;-0,195;-0,031;-0,478;0,517
25,209665;-0,244;-0,009;-0,490;0,548
25,223209;-0,273;0,030;-0,468;0,543
25,223514;-0,273;0,082;-0,424;0,511
25,237753;-0,243;0,144;-0,367;0,463
25,253320;-0,183;0,213;-0,306;0,415
25,253609;-0,100;0,276;-0,241;0,379
25,268847;-0,009;0,313;-0,172;0,357
25,281590;0,074;0,319;-0,102;0,343
25,281861;0,130;0,290;-0,041;0,321
25,294249;0,151;0,234;0,007;0,278
25,309451;0,137;0,167;0,039;0,219
25,325096;0,037;0,009;0,058;0,070
25,337533;-0,025;-0,078;0,057;0,099
25,337832;-0,077;-0,150;0,064;0,180
25,351743;-0,117;-0,211;0,088;0,256
25,365066;-0,146;-0,249;0,123;0,314
25,366249;-0,156;-0,223;0,184;0,328
25,379871;-0,134;-0,122;0,277;0,331
25,392969;-0,099;0,007;0,383;0,396
25,406143;-0,078;0,097;0,466;0,483
25,406424;-0,088;0,141;0,516;0,542
25,420067;-0,119;0,170;0,548;0,586
25,433518;-0,182;0,184;0,560;0,617
25,433814;-0,283;0,128;0,541;0,624
25,447064;-0,399;0,010;0,489;0,632
25,461539;-0,483;-0,087;0,428;0,652
25,461846;-0,499;-0,106;0,387;0,640
25,475668;-0,441;-0,054;0,377;0,582
25,488658;-0,336;0,014;0,400;0,522
25,502089;-0,217;0,053;0,441;0,494
25,502377;-0,120;0,070;0,486;0,505
25,516431;-0,063;0,079;0,524;0,533
25,529627;-0,048;0,075;0,546;0,553
25,543116;-0,136;0,038;0,532;0,551
25,557159;-0,223;0,038;0,511;0,559
25,558224;-0,327;0,060;0,492;0,594
25,571421;-0,441;0,095;0,469;0,650
25,584454;-0,554;0,142;0,437;0,720
25,597734;-0,651;0,210;0,390;0,787
25,598037;-0,707;0,297;0,339;0,839
25,612119;-0,717;0,401;0,288;0,870
25,625534;-0,686;0,508;0,244;0,888
25,625830;-0,625;0,603;0,215;0,895
25,639208;-0,546;0,655;0,204;0,877
25,653378;-0,459;0,641;0,215;0,817
25,653734;-0,365;0,550;0,243;0,704
25,667388;-0,260;0,416;0,287;0,568
25,680208;-0,131;0,274;0,339;0,456
25,694094;0,018;0,145;0,398;0,424
25,694386;0,169;0,037;0,443;0,476
25,708557;0,301;-0,046;0,471;0,561
25,721431;0,388;-0,102;0,477;0,623
25,721721;0,416;-0,144;0,459;0,636
25,734644;0,385;-0,177;0,422;0,598
25,748674;0,314;-0,183;0,378;0,525
25,762736;0,139;-0,142;0,298;0,358
25,776346;0,074;-0,119;0,260;0,295
25,789799;0,047;-0,109;0,215;0,245
25,790086;0,059;-0,109;0,167;0,208
25,803983;0,104;-0,100;0,123;0,189
25,817140;0,165;-0,084;0,085;0,204
25,817421;0,222;-0,075;0,051;0,239
25,830812;0,255;-0,086;0,013;0,269
25,845927;0,251;-0,126;-0,035;0,283
25,846293;0,209;-0,183;-0,091;0,292
25,860879;0,142;-0,239;-0,150;0,316
25,873641;0,054;-0,284;-0,208;0,356
25,873951;-0,041;-0,312;-0,272;0,416
25,887617;-0,136;-0,312;-0,343;0,483
25,901773;-0,221;-0,282;-0,416;0,549
25,902836;-0,287;-0,232;-0,488;0,611
25,916174;-0,328;-0,157;-0,554;0,663
25,928966;-0,348;-0,064;-0,614;0,708
25,942387;-0,361;0,004;-0,677;0,768
25,942683;-0,381;0,029;-0,752;0,843
25,956586;-0,395;0,042;-0,826;0,917
25,969472;-0,397;0,068;-0,892;0,979
25,982929;-0,390;0,035;-1,019;1,092
25,996649;-0,388;-0,021;-1,054;1,123
26,009398;-0,360;-0,034;-1,034;1,095
26,009696;-0,293;-0,010;-0,960;1,003
26,022787;-0,194;0,001;-0,850;0,871
26,036306;-0,077;-0,012;-0,726;0,730
26,037397;0,037;-0,043;-0,602;0,604
26,049384;0,124;-0,104;-0,487;0,513
26,063650;0,168;-0,188;-0,383;0,458
26,077015;0,181;-0,263;-0,297;0,437
26,077555;0,195;-0,282;-0,229;0,412
26,090132;0,236;-0,244;-0,182;0,385
26,104146;0,312;-0,188;-0,157;0,396
26,104473;0,409;-0,146;-0,150;0,459
26,117915;0,500;-0,148;-0,158;0,545
26,132082;0,560;-0,190;-0,179;0,618
26,133190;0,575;-0,256;-0,204;0,661
26,145286;0,534;-0,324;-0,224;0,664
26,159109;0,450;-0,377;-0,234;0,632
26,173527;0,344;-0,393;-0,235;0,572
26,173899;0,242;-0,363;-0,229;0,493
26,187865;0,164;-0,291;-0,223;0,402
26,201798;0,117;-0,197;-0,219;0,317
26,202093;0,091;-0,102;-0,219;0,258
26,215606;0,084;-0,026;-0,224;0,241
26,229706;0,086;0,034;-0,239;0,256
26,243695;0,057;0,096;-0,314;0,334
26,256650;0,000;0,071;-0,363;0,370
26,257639;-0,081;0,013;-0,406;0,414
26,270145;-0,168;-0,057;-0,432;0,467
26,284116;-0,243;-0,103;-0,439;0,512
26,286426;-0,295;-0,124;-0,427;0,534
26,297496;-0,331;-0,136;-0,394;0,532
26,312253;-0,350;-0,134;-0,341;0,507
26,327726;-0,353;-0,120;-0,277;0,464
26,327986;-0,342;-0,101;-0,214;0,416
26,341237;-0,312;-0,074;-0,168;0,362
26,355350;-0,265;-0,029;-0,147;0,304
26,355728;-0,206;0,032;-0,146;0,254
26,368825;-0,155;0,093;-0,159;0,241
26,382474;-0,127;0,125;-0,178;0,252
26,382767;-0,128;0,124;-0,189;0,259
26,396491;-0,147;0,102;-0,186;0,258
26,409473;-0,163;0,092;-0,161;0,247
26,422686;-0,142;0,111;-0,038;0,184
26,436970;-0,107;0,140;0,042;0,181
26,450503;-0,090;0,147;0,105;0,202
26,450792;-0,117;0,122;0,134;0,215
26,463839;-0,204;0,074;0,138;0,257
26,477592;-0,334;0,001;0,130;0,359
26,477925;-0,472;-0,075;0,120;0,493
26,492083;-0,566;-0,120;0,117;0,591
26,505400;-0,579;-0,118;0,127;0,604
26,506264;-0,483;-0,058;0,158;0,512
26,519202;-0,284;0,070;0,224;0,369
26,533524;-0,013;0,240;0,321;0,401
26,547851;0,297;0,393;0,441;0,661
26,548194;0,599;0,483;0,560;0,952
26,560764;0,834;0,492;0,653;1,168
26,574246;0,966;0,432;0,700;1,268
26,574526;0,982;0,307;0,702;1,245
26,588713;0,890;0,136;0,668;1,121
26,601633;0,721;-0,026;0,620;0,952
26,601947;0,511;-0,133;0,576;0,782
26,615055;0,299;-0,172;0,542;0,642
26,629160;0,112;-0,146;0,514;0,546
26,643926;-0,040;-0,071;0,483;0,490
26,644259;-0,152;0,020;0,454;0,479
26,658827;-0,224;0,118;0,431;0,500
26,672268;-0,266;0,315;0,409;0,580
26,685744;-0,261;0,387;0,403;0,616
26,699882;-0,252;0,421;0,401;0,634
26,700251;-0,245;0,423;0,408;0,637
26,712559;-0,232;0,393;0,423;0,622
26,726275;-0,201;0,327;0,447;0,589
26,726569;-0,142;0,255;0,472;0,555
26,740659;-0,062;0,194;0,497;0,537
26,754600;0,026;0,147;0,519;0,540
26,755610;0,104;0,114;0,543;0,565
26,768046;0,161;0,087;0,569;0,597
26,781160;0,187;0,063;0,595;0,627
26,795337;0,189;0,041;0,613;0,643
26,795750;0,169;0,015;0,620;0,643
26,807992;0,137;-0,012;0,617;0,632
26,821746;0,106;-0,025;0,601;0,610
26,822601;0,076;-0,026;0,576;0,582
26,835877;0,055;-0,026;0,541;0,544
26,849508;0,042;-0,027;0,494;0,497
26,863525;0,040;-0,037;0,442;0,445
26,863840;0,063;-0,046;0,394;0,402
26,877262;0,119;-0,046;0,358;0,380
26,891048;0,191;-0,038;0,328;0,382
26,903987;0,246;-0,096;0,255;0,367
26,917531;0,193;-0,168;0,208;0,330
26,918485;0,106;-0,247;0,149;0,307
26,931489;0,000;-0,315;0,068;0,322
26,944387;-0,099;-0,332;-0,024;0,347
26,958045;-0,182;-0,293;-0,117;0,364
26,958347;-0,246;-0,217;-0,198;0,383
26,972475;-0,301;-0,131;-0,275;0,429
26,985698;-0,355;-0,058;-0,352;0,504
26,986022;-0,411;-0,010;-0,427;0,593
26,999249;-0,478;0,009;-0,490;0,685
27,013536;-0,557;0,007;-0,532;0,770
27,014586;-0,653;-0,025;-0,565;0,864
27,027414;-0,766;-0,084;-0,603;0,978
27,040559;-0,883;-0,151;-0,643;1,103
27,053054;-0,972;-0,181;-0,666;1,192
27,053354;-1,000;-0,161;-0,657;1,207
27,065903;-0,944;-0,080;-0,609;1,126
27,078351;-0,806;0,047;-0,533;0,967
27,091317;-0,607;0,190;-0,442;0,774
27,104733;-0,119;0,338;-0,241;0,432
27,118465;0,104;0,279;-0,157;0,337
27,119455;0,272;0,131;-0,093;0,316
27,132131;0,366;-0,060;-0,046;0,374
27,145748;0,393;-0,246;-0,009;0,464
27,159879;0,374;-0,389;0,015;0,540
27,160179;0,338;-0,465;0,018;0,575
27,174361;0,306;-0,455;-0,003;0,548
27,188541;0,295;-0,376;-0,040;0,479
27,188804;0,302;-0,262;-0,079;0,408
27,201745;0,318;-0,161;-0,110;0,373
27,214912;0,336;-0,082;-0,136;0,372
27,215163;0,356;-0,034;-0,154;0,389
27,229128;0,373;-0,018;-0,172;0,411
27,244547;0,385;-0,026;-0,189;0,430
27,244791;0,396;-0,040;-0,198;0,445
27,260535;0,411;-0,043;-0,204;0,461
27,275384;0,427;-0,041;-0,206;0,476
27,275743;0,442;-0,040;-0,202;0,487
27,288244;0,444;-0,042;-0,197;0,488
27,301909;0,420;-0,042;-0,204;0,469
27,302214;0,358;-0,040;-0,231;0,428
27,316200;0,261;-0,036;-0,285;0,388
27,329913;0,126;-0,036;-0,360;0,383
27,343578;-0,219;-0,082;-0,532;0,581
27,357375;-0,393;-0,137;-0,598;0,729
27,371625;-0,527;-0,206;-0,637;0,852
27,371924;-0,607;-0,252;-0,647;0,922
27,384897;-0,631;-0,239;-0,632;0,925
27,398753;-0,614;-0,173;-0,603;0,878
27,399018;-0,571;-0,073;-0,562;0,805
27,412503;-0,510;0,043;-0,514;0,725
27,425121;-0,445;0,174;-0,456;0,661
27,426080;-0,395;0,299;-0,402;0,638
27,438701;-0,370;0,395;-0,362;0,651
27,453324;-0,361;0,470;-0,339;0,683
27,467856;-0,358;0,513;-0,322;0,703
27,468213;-0,345;0,519;-0,299;0,691
27,480879;-0,317;0,495;-0,257;0,642
27,493864;-0,277;0,451;-0,195;0,564
27,494165;-0,224;0,411;-0,110;0,481
27,508049;-0,160;0,374;-0,004;0,407
27,521560;-0,105;0,322;0,109;0,356
27,521862;-0,079;0,250;0,212;0,337
27,535392;-0,101;0,158;0,296;0,351
27,549527;-0,172;0,047;0,367;0,408
27,563529;-0,379;-0,177;0,442;0,609
27,576406;-0,437;-0,211;0,433;0,650
27,589819;-0,421;-0,167;0,421;0,618
27,590111;-0,321;-0,062;0,437;0,546
27,603810;-0,150;0,076;0,492;0,520
27,616827;0,066;0,202;0,570;0,609
27,617793;0,286;0,290;0,651;0,768
27,630337;0,460;0,321;0,719;0,912
27,644903;0,555;0,294;0,763;0,988
27,658075;0,561;0,213;0,773;0,979
27,658368;0,493;0,097;0,748;0,901
27,671583;0,379;-0,014;0,702;0,798
27,685769;0,258;-0,104;0,650;0,707
27,686086;0,164;-0,159;0,608;0,650
27,699481;0,113;-0,168;0,580;0,614
27,713076;0,102;-0,151;0,566;0,595
27,713384;0,118;-0,126;0,562;0,588
27,726679;0,145;-0,107;0,559;0,587
27,740732;0,169;-0,080;0,551;0,581
27,753517;0,185;-0,043;0,535;0,567
27,753834;0,189;-0,001;0,516;0,550
27,766931;0,182;0,042;0,505;0,539
27,780936;0,184;0,085;0,513;0,551
27,793802;0,237;0,175;0,562;0,634
27,806516;0,285;0,214;0,574;0,676
27,821408;0,334;0,245;0,576;0,710
27,821763;0,376;0,258;0,568;0,728
27,835094;0,399;0,251;0,553;0,727
27,852310;0,399;0,229;0,531;0,702
27,867879;0,338;0,150;0,460;0,590
27,881851;0,256;0,054;0,376;0,458
27,895669;0,211;0,012;0,326;0,388
27,895957;0,162;-0,019;0,272;0,317
27,909403;0,113;-0,042;0,212;0,244
27,923441;0,070;-0,065;0,155;0,182
27,924568;0,038;-0,086;0,107;0,143
27,936015;0,022;-0,112;0,077;0,137
27,949864;0,036;-0,135;0,066;0,154
27,964538;0,084;-0,131;0,069;0,170
27,964879;0,157;-0,098;0,081;0,202
27,977844;0,230;-0,068;0,089;0,256
27,991034;0,280;-0,063;0,084;0,299
28,004998;0,246;-0,119;0,009;0,274
28,017890;0,156;-0,169;-0,054;0,236
28,031449;0,042;-0,205;-0,118;0,240
28,031775;-0,062;-0,208;-0,172;0,277
28,045311;-0,138;-0,181;-0,214;0,313
28,049426;-0,185;-0,122;-0,250;0,334
28,060062;-0,216;-0,047;-0,283;0,359
28,073048;-0,249;0,014;-0,318;0,404
28,086099;-0,292;0,047;-0,363;0,468
28,087070;-0,351;0,063;-0,413;0,546
28,099252;-0,420;0,067;-0,459;0,625
28,112808;-0,492;0,054;-0,505;0,707
28,129403;-0,580;0,018;-0,561;0,807
28,129819;-0,684;-0,021;-0,620;0,923
28,142862;-0,766;-0,005;-0,648;1,003
28,156084;-0,777;0,075;-0,616;0,994
28,156344;-0,695;0,211;-0,520;0,893
28,169353;-0,516;0,384;-0,382;0,748
28,182329;-0,267;0,542;-0,228;0,646
28,183157;0,005;0,615;-0,084;0,621
28,196587;0,236;0,564;0,028;0,612
28,209277;0,383;0,403;0,101;0,565
28,222395;0,432;0,168;0,136;0,483
28,222659;0,398;-0,081;0,142;0,430
28,236806;0,303;-0,271;0,127;0,426
28,249588;0,180;-0,368;0,101;0,422
28,262843;-0,036;-0,338;0,028;0,341
28,276418;-0,097;-0,254;-0,016;0,272
28,289519;-0,135;-0,169;-0,054;0,223
28,289824;-0,157;-0,111;-0,086;0,211
28,302902;-0,174;-0,079;-0,114;0,223
28,316746;-0,193;-0,075;-0,142;0,251
28,317769;-0,212;-0,090;-0,173;0,288
28,329836;-0,228;-0,111;-0,197;0,321
28,343743;-0,227;-0,130;-0,211;0,336
28,358005;-0,202;-0,141;-0,209;0,324
28,358296;-0,156;-0,133;-0,200;0,286
28,372225;-0,099;-0,108;-0,189;0,239
28,384916;-0,046;-0,075;-0,185;0,205
28,385227;-0,020;-0,046;-0,196;0,202
28,398444;-0,033;-0,027;-0,224;0,228
28,412831;-0,077;-0,020;-0,257;0,269
28,413150;-0,140;-0,020;-0,284;0,317
28,426081;-0,208;-0,020;-0,303;0,369
28,439198;-0,266;-0,002;-0,314;0,412
28,453633;-0,305;0,035;-0,321;0,444
28,453970;-0,323;0,075;-0,321;0,461
28,467880;-0,322;0,114;-0,317;0,466
28,482150;-0,300;0,156;-0,313;0,461
28,482458;-0,267;0,196;-0,308;0,453
28,495116;-0,232;0,228;-0,299;0,441
28,509715;-0,207;0,252;-0,281;0,431
28,524219;-0,245;0,250;-0,241;0,425
28,537290;-0,300;0,223;-0,230;0,439
28,537600;-0,361;0,181;-0,228;0,464
28,550717;-0,422;0,126;-0,235;0,500
28,564929;-0,465;0,067;-0,242;0,529
28,566032;-0,483;0,014;-0,239;0,539
28,578438;-0,476;-0,024;-0,223;0,526
28,591476;-0,449;-0,025;-0,196;0,491
28,605876;-0,412;0,008;-0,157;0,441
28,606176;-0,377;0,042;-0,107;0,394
28,620196;-0,349;0,078;-0,053;0,361
28,633585;-0,332;0,107;0,003;0,349
28,633901;-0,327;0,118;0,059;0,353
28,646946;-0,331;0,114;0,114;0,368
28,661474;-0,337;0,097;0,158;0,385
28,662471;-0,320;0,063;0,197;0,381
28,675942;-0,249;0,026;0,249;0,353
28,689085;-0,114;0,003;0,323;0,343
28,702393;0,073;-0,014;0,425;0,431
28,702727;0,294;-0,020;0,543;0,618
28,716449;0,525;-0,036;0,657;0,841
28,729487;0,730;-0,080;0,741;1,043
28,743120;0,906;-0,224;0,763;1,205
28,757486;0,840;-0,323;0,708;1,145
28,757845;0,687;-0,425;0,636;1,028
28,771376;0,493;-0,473;0,570;0,890
28,783845;0,312;-0,436;0,524;0,749
28,797653;0,180;-0,330;0,496;0,622
28,798061;0,106;-0,201;0,472;0,524
28,811779;0,076;-0,093;0,445;0,462
28,824670;0,080;-0,038;0,421;0,430
28,824998;0,108;-0,025;0,408;0,422
28,837783;0,157;-0,029;0,408;0,438
28,852509;0,214;-0,032;0,423;0,476
28,853679;0,274;-0,029;0,458;0,534
28,865269;0,333;-0,002;0,504;0,604
28,879480;0,385;0,040;0,555;0,677
28,893310;0,429;0,074;0,603;0,744
28,893696;0,466;0,093;0,637;0,795
28,906920;0,499;0,100;0,657;0,831
28,920371;0,528;0,092;0,659;0,850
28,934342;0,566;0,029;0,629;0,847
28,948753;0,566;-0,009;0,597;0,823
28,949872;0,539;-0,038;0,554;0,774
28,961866;0,473;-0,062;0,500;0,692
28,975010;0,368;-0,082;0,437;0,577
28,989022;0,234;-0,098;0,367;0,446
28,989382;0,097;-0,113;0,298;0,333
29,002112;-0,023;-0,125;0,223;0,257
29,016031;-0,109;-0,125;0,151;0,225
29,016371;-0,161;-0,120;0,084;0,218
29,029664;-0,182;-0,128;0,029;0,224
29,044493;-0,175;-0,161;-0,014;0,238
29,045362;-0,141;-0,196;-0,047;0,246
29,059471;-0,083;-0,205;-0,074;0,233
29,066365;-0,013;-0,174;-0,090;0,196
29,077446;0,051;-0,124;-0,103;0,169
29,090796;0,088;-0,073;-0,117;0,163
29,103990;0,086;-0,034;-0,130;0,159
29,104260;0,047;-0,015;-0,136;0,145
29,117250;-0,011;0,003;-0,146;0,146
29,130444;-0,066;0,036;-0,159;0,176
29,143834;-0,120;0,109;-0,189;0,249
29,157596;-0,113;0,125;-0,206;0,266
29,172500;-0,092;0,134;-0,225;0,278
29,186116;-0,097;0,082;-0,317;0,342
29,200247;-0,150;0,031;-0,377;0,407
29,213743;-0,303;-0,081;-0,434;0,535
29,227776;-0,399;-0,156;-0,455;0,625
29,228151;-0,500;-0,221;-0,490;0,735
29,240678;-0,571;-0,225;-0,520;0,805
29,253875;-0,570;-0,153;-0,514;0,782
29,267928;-0,483;-0,019;-0,465;0,671
29,268284;-0,328;0,133;-0,385;0,523
29,281309;-0,135;0,244;-0,289;0,401
29,294394;0,069;0,284;-0,182;0,345
29,294702;0,252;0,255;-0,065;0,364
29,308760;0,390;0,174;0,058;0,431
29,321442;0,472;0,073;0,172;0,508
29,334949;0,509;-0,016;0,265;0,574
29,335212;0,514;-0,074;0,329;0,615
29,348883;0,503;-0,091;0,361;0,626
29,362068;0,485;-0,078;0,360;0,609
29,362338;0,463;-0,056;0,333;0,573
29,375828;0,428;-0,047;0,293;0,521
29,389629;0,376;-0,059;0,249;0,454
29,403978;0,228;-0,111;0,164;0,302
29,417072;0,148;-0,122;0,129;0,231
29,430757;0,084;-0,113;0,103;0,174
29,431025;0,044;-0,082;0,086;0,127
29,445145;0,026;-0,041;0,075;0,090
29,457700;0,026;0,003;0,067;0,072
29,457976;0,035;0,045;0,059;0,082
29,470966;0,033;0,073;0,047;0,093
29,485035;0,018;0,076;0,022;0,081
29,486091;-0,020;0,068;-0,024;0,075
29,497871;-0,078;0,054;-0,091;0,131
29,511596;-0,150;0,036;-0,167;0,227
29,525287;-0,227;0,024;-0,239;0,330
29,525705;-0,296;0,036;-0,297;0,421
29,539228;-0,356;0,071;-0,333;0,493
29,552414;-0,403;0,119;-0,347;0,545
29,553365;-0,433;0,177;-0,343;0,580
29,567889;-0,445;0,238;-0,323;0,599
29,583855;-0,436;0,296;-0,286;0,600
29,584155;-0,401;0,344;-0,233;0,578
29,597529;-0,349;0,384;-0,172;0,547
29,611223;-0,281;0,417;-0,102;0,513
29,625174;-0,150;0,412;0,031;0,440
29,638795;-0,108;0,355;0,081;0,380
29,639042;-0,081;0,288;0,120;0,322
29,653197;-0,075;0,212;0,145;0,268
29,667499;-0,089;0,131;0,158;0,224
29,668516;-0,119;0,052;0,167;0,212
29,681186;-0,150;-0,029;0,179;0,235
29,694735;-0,158;-0,100;0,200;0,274
29,709312;-0,140;-0,119;0,230;0,295
29,709597;-0,109;-0,091;0,267;0,303
29,724790;-0,108;-0,057;0,298;0,322
29,725781;-0,157;-0,036;0,315;0,354
29,739958;-0,249;-0,030;0,331;0,415
29,753042;-0,356;-0,042;0,358;0,506
29,754187;-0,447;-0,076;0,395;0,601
29,766207;-0,499;-0,114;0,428;0,668
29,782177;-0,497;-0,126;0,452;0,683
29,783593;-0,427;-0,113;0,472;0,647
29,798901;-0,285;-0,078;0,514;0,593
29,814264;-0,089;-0,035;0,588;0,596
29,814599;0,145;0,003;0,682;0,698
29,827576;0,384;0,027;0,778;0,868
29,842256;0,589;0,043;0,863;1,046
29,842555;0,723;0,030;0,923;1,173
29,855656;0,762;-0,004;0,959;1,224
29,868982;0,708;-0,076;0,972;1,205
29,882710;0,418;-0,285;0,940;1,068
29,895538;0,259;-0,348;0,912;1,010
29,909081;0,128;-0,363;0,879;0,960
29,909356;0,024;-0,350;0,844;0,914
29,922453;-0,055;-0,329;0,810;0,876
29,935523;-0,112;-0,305;0,781;0,846
29,936427;-0,149;-0,286;0,757;0,823
29,949497;-0,161;-0,272;0,737;0,802
29,963639;-0,151;-0,256;0,730;0,788
29,976939;-0,119;-0,239;0,739;0,785
29,977245;-0,070;-0,207;0,763;0,794
29,990539;-0,003;-0,147;0,802;0,816
30,004951;0,080;-0,068;0,850;0,856
30,005257;0,165;0,023;0,899;0,914
30,018353;0,237;0,103;0,934;0,969
