# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-09-19 13:20:24.851
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
12,374614;0,8660;1,2614;0,7418;1,70
12,374897;0,8983;1,3209;0,7931;1,78
12,387142;0,9515;1,3754;0,8032;1,86
12,399812;0,9830;1,4689;0,7955;1,94
12,412138;1,0032;1,4924;0,8269;1,98
12,412466;0,9964;1,5231;0,8781;2,02
12,424338;1,0325;1,5470;0,9684;2,10
12,437117;0,9897;1,5548;1,0501;2,12
12,450502;0,9914;1,5466;1,0994;2,14
12,450931;1,0182;1,4988;1,1450;2,14
12,463215;1,0076;1,4307;1,2108;2,13
12,476459;1,0006;1,3425;1,2730;2,10
12,490458;1,0769;1,3582;1,3700;2,21
12,490971;1,1277;1,4107;1,4157;2,29
12,503252;1,0663;1,4300;1,4138;2,28
12,516485;0,9133;1,2989;1,3961;2,11
12,528576;0,7111;1,1056;1,3995;1,92
12,541274;0,6191;0,6923;1,4616;1,73
12,554682;0,7012;0,5295;1,5228;1,76
12,566983;0,6533;0,2736;1,5705;1,72
12,567319;0,5136;-0,0236;1,5098;1,59
12,580905;0,3180;-0,3185;1,4269;1,50
12,594941;0,0908;-0,6329;1,2688;1,42
12,595251;-0,1040;-0,8594;1,0971;1,40
12,607700;-0,2102;-1,0292;0,8868;1,37
12,621117;-0,2658;-1,1788;0,6656;1,38
12,636677;-0,3082;-1,3884;0,4378;1,49
12,636988;-0,3228;-1,5959;0,1604;1,64
12,649193;-0,2527;-1,7593;-0,1040;1,78
12,662271;-0,1315;-1,8469;-0,3354;1,88
12,662646;-0,0061;-1,8129;-0,5572;1,90
12,676301;0,1164;-1,7649;-0,7828;1,93
12,688402;0,1518;-1,6187;-1,0258;1,92
12,701190;0,1978;-1,4712;-1,3050;1,98
12,701505;0,2142;-1,3326;-1,5870;2,08
12,714285;0,1902;-1,2166;-1,8628;2,23
12,727326;0,2206;-1,1077;-2,1096;2,39
12,740941;0,3694;-1,0564;-2,3540;2,61
12,754984;0,5122;-1,0819;-2,3723;2,66
12,767855;0,6528;-1,1373;-2,3215;2,67
12,768159;0,7959;-1,1793;-2,2012;2,62
12,780890;0,9069;-1,2321;-2,0871;2,59
12,794227;0,9091;-1,2234;-2,0078;2,52
12,806978;0,8624;-1,2587;-1,9820;2,50
12,807267;0,8211;-1,2386;-1,9088;2,42
12,820221;0,7919;-1,2316;-1,7925;2,31
12,832407;0,6978;-1,2009;-1,6850;2,18
12,845245;0,5914;-1,1100;-1,5667;2,01
12,845552;0,5081;-0,9650;-1,4803;1,84
12,858816;0,4950;-0,8196;-1,4110;1,71
12,871264;0,5756;-0,6463;-1,3014;1,56
12,871652;0,6851;-0,4993;-1,1652;1,44
12,885181;0,6909;-0,3842;-1,0787;1,34
12,899683;0,6831;-0,2918;-0,9984;1,24
12,912390;0,6268;-0,1837;-0,9529;1,16
12,912684;0,5115;-0,0874;-0,9426;1,08
12,925450;0,3603;0,0138;-0,8967;0,97
12,938934;0,2678;0,1898;-0,8451;0,91
12,951628;0,3841;0,6279;-0,7914;1,08
12,965060;0,5081;0,7936;-0,7764;1,22
12,978482;0,5803;0,9512;-0,7638;1,35
12,978981;0,7143;1,1115;-0,7304;1,51
12,991605;0,9175;1,2608;-0,5961;1,67
13,005256;1,1731;1,4226;-0,3137;1,87
13,005530;1,5171;1,5859;0,0307;2,19
13,018404;1,7731;1,7301;0,4232;2,51
13,031778;1,9359;1,8533;0,9555;2,85
13,044435;1,9080;1,8727;1,5182;3,07
13,044742;1,7384;1,8104;2,0842;3,26
13,058283;1,6086;1,7309;2,6788;3,57
13,072760;1,6028;1,6840;3,2082;3,96
13,073127;1,6450;1,5954;3,5738;4,25
13,087373;1,6053;1,4587;3,7577;4,34
13,100122;1,5336;1,3173;3,6981;4,21
13,113540;1,4384;1,1676;3,4472;3,91
13,113877;1,2958;1,0264;3,0759;3,49
13,128968;1,0908;0,8921;2,6732;3,02
13,143682;0,8886;0,6961;2,2615;2,53
13,144147;0,7425;0,4460;1,9254;2,11
13,156268;0,8257;0,1999;1,6884;1,89
13,172865;1,2621;-0,3015;1,3132;1,85
13,185812;1,5740;-0,4785;1,1240;1,99
13,200348;1,7861;-0,5982;0,9167;2,09
13,213391;1,7837;-0,7984;0,3938;1,99
13,226763;1,6705;-0,8339;0,1146;1,87
13,240869;1,3793;-0,7343;-0,1582;1,57
13,254726;1,1740;-0,6809;-0,1662;1,37
13,255074;0,9527;-0,7117;-0,1232;1,20
13,267998;0,8829;-0,8805;0,0484;1,25
13,280990;0,6421;-0,9236;0,1863;1,14
13,295520;0,3507;-1,1263;0,1182;1,19
13,295828;0,2275;-1,3739;-0,0218;1,39
13,307973;0,1958;-1,6046;-0,1901;1,63
13,322235;0,2617;-1,8622;-0,4486;1,93
13,322595;0,3198;-2,1046;-0,7632;2,26
13,335423;0,3339;-2,3231;-1,1526;2,61
13,350214;0,3262;-2,4655;-1,5829;2,95
13,363823;0,3061;-2,5086;-2,0541;3,26
13,364110;0,2882;-2,4905;-2,4851;3,53
13,377065;0,3069;-2,4061;-2,8480;3,74
13,391551;0,2702;-2,2359;-3,1387;3,86
13,391886;0,3192;-2,0175;-3,3437;3,92
13,405156;0,3258;-1,7600;-3,4445;3,88
13,418777;0,3005;-1,5436;-3,4753;3,81
13,433048;0,0674;-1,1164;-3,1143;3,31
13,446424;-0,0872;-0,9006;-2,7899;2,93
13,446864;-0,1848;-0,7205;-2,4152;2,53
13,459490;-0,2527;-0,5820;-2,0041;2,10
13,473223;-0,2934;-0,4763;-1,4797;1,58
13,487584;-0,3916;-0,3754;-0,9133;1,06
13,487920;-0,4318;-0,3193;-0,3280;0,63
13,500586;-0,3845;-0,3340;0,1721;0,54
13,513591;-0,2695;-0,3543;0,6697;0,80
13,513935;-0,2740;-0,2902;1,0360;1,11
13,527726;-0,2735;-0,2375;1,3146;1,36
13,540700;-0,1950;-0,1531;1,4767;1,50
13,554438;-0,2341;-0,0926;1,5075;1,53
13,555004;-0,3526;0,1051;1,5485;1,59
13,568524;-0,3771;0,3810;1,6549;1,74
13,582068;-0,3518;0,6462;1,8062;1,95
13,582367;-0,3090;0,9304;2,0542;2,28
13,594958;-0,2910;1,0990;2,3235;2,59
13,609272;-0,3126;1,0694;2,5440;2,78
13,622818;-0,3547;0,9285;2,6811;2,86
13,635707;-0,3342;0,9180;2,6266;2,80
13,648882;-0,3122;0,9587;2,5478;2,74
13,649169;-0,3355;1,0285;2,4814;2,71
13,663005;-0,4363;1,0189;2,4117;2,65
13,676401;-0,5911;0,9788;2,4137;2,67
13,676694;-0,6643;0,7986;2,4678;2,68
13,690079;-0,5535;0,4335;2,5989;2,69
13,704346;-0,2558;-0,0154;2,7478;2,76
13,717459;0,0717;-0,4283;2,8318;2,86
13,717760;0,3156;-0,8178;2,7288;2,87
13,731299;0,5698;-1,1384;2,5209;2,82
13,745309;0,7767;-1,3761;2,2554;2,75
13,745632;0,9458;-1,4540;1,9361;2,60
13,759564;0,9897;-1,4769;1,5478;2,36
13,772551;0,9268;-1,4495;1,0908;2,04
13,772835;0,8034;-1,4531;0,5512;1,75
13,786010;0,6625;-1,4108;-0,0090;1,56
13,800919;0,4684;-1,3737;-0,5860;1,57
13,801189;0,2285;-1,3115;-1,0760;1,71
13,816878;-0,0761;-1,2832;-1,5185;1,99
13,831722;-0,3831;-1,2906;-1,9199;2,34
13,832048;-0,5764;-1,2783;-2,2577;2,66
13,844901;-0,6849;-1,2543;-2,4660;2,85
13,858307;-0,6861;-1,1849;-2,5827;2,92
13,873177;-0,5233;-1,1947;-2,6147;2,92
13,888038;-0,4250;-1,2941;-2,6094;2,94
13,888401;-0,3601;-1,4260;-2,6196;3,00
13,901019;-0,3951;-1,5419;-2,6786;3,12
13,914909;-0,4028;-1,5742;-2,7390;3,18
13,929044;-0,3443;-1,5672;-2,7002;3,14
13,929354;-0,2380;-1,4464;-2,4997;2,90
13,943500;-0,1711;-1,2390;-2,2082;2,54
13,956625;-0,1461;-1,0915;-1,9630;2,25
13,956923;-0,1929;-0,9922;-1,7675;2,04
13,970369;-0,2255;-0,9143;-1,6257;1,88
13,984975;-0,2379;-0,8058;-1,5468;1,76
13,985269;-0,1123;-0,6767;-1,4496;1,60
14,001307;0,0891;-0,5599;-1,3681;1,48
14,016769;0,3480;-0,4498;-1,3079;1,43
14,017099;0,6220;-0,4072;-1,1459;1,37
14,030774;0,8854;-0,3450;-0,9213;1,32
14,031556;1,1481;-0,2290;-0,5917;1,31
14,044556;1,3659;-0,0975;-0,2575;1,39
14,058448;1,5168;0,0584;0,0912;1,52
14,073280;1,6345;0,2478;0,5221;1,73
14,073614;1,6842;0,4649;0,9215;1,98
14,087429;1,7115;0,6759;1,2230;2,21
14,100482;1,6939;0,9004;1,4458;2,40
14,100830;1,5823;1,0964;1,5608;2,48
14,113679;1,4101;1,2895;1,5767;2,48
14,130265;1,4925;1,4328;1,6406;2,64
14,130694;1,5141;1,7585;1,8036;2,94
14,146237;1,4658;2,0160;1,9106;3,14
14,160469;1,6310;2,0491;2,2017;3,42
14,175100;1,7725;1,8197;2,4068;3,50
14,175433;1,9040;1,5454;2,6159;3,59
14,188841;1,9556;1,2302;2,6912;3,55
14,203212;1,9376;0,9220;2,6854;3,44
14,203518;1,9202;0,6876;2,6508;3,34
14,217303;1,8684;0,5216;2,5587;3,21
14,231939;1,7332;0,4712;2,4567;3,04
14,232283;1,5225;0,3874;2,3593;2,83
14,245261;1,3035;0,2163;2,2863;2,64
14,259369;1,2305;0,0704;2,2583;2,57
14,273614;1,3216;-0,0537;2,1199;2,50
14,273913;1,4736;-0,1871;1,9257;2,43
14,288475;1,4916;-0,3011;1,6043;2,21
14,293105;1,3016;-0,3364;1,1643;1,78
14,301156;0,9830;-0,3229;0,6612;1,23
14,314930;0,7069;-0,2476;0,1167;0,76
14,329003;0,6325;-0,2188;-0,3036;0,73
14,344321;0,1897;0,0915;-0,8689;0,89
14,358073;-0,1996;0,0582;-1,0985;1,12
14,358398;-0,4753;0,0209;-1,2523;1,34
14,373787;-0,7494;-0,1103;-1,3687;1,56
14,388176;-0,9464;-0,3105;-1,4575;1,77
14,388511;-0,9786;-0,6558;-1,5857;1,98
14,403755;-0,9340;-0,9886;-1,7385;2,21
14,404500;-0,7875;-1,3236;-1,8489;2,41
14,419426;-0,6537;-1,5761;-1,9405;2,58
14,435290;-0,3879;-1,7862;-1,8932;2,63
14,435625;-0,0867;-1,9134;-1,7968;2,63
14,449782;0,2041;-2,0766;-1,6397;2,65
14,464711;0,4356;-2,1986;-1,3719;2,63
14,465017;0,5094;-2,2927;-1,2205;2,65
14,479141;0,5289;-2,4289;-1,0879;2,71
14,492391;0,4199;-2,4372;-1,0207;2,68
14,492719;0,2437;-2,4001;-1,0374;2,63
14,506215;0,0735;-2,2693;-1,1191;2,53
14,521000;-0,0918;-2,0295;-1,1808;2,35
14,521364;-0,1470;-1,7603;-1,2764;2,18
14,535406;-0,1356;-1,4552;-1,2975;1,95
14,549316;-0,1339;-1,2320;-1,3215;1,81
14,563673;-0,2960;-1,0937;-1,3338;1,75
14,578706;-0,3673;-1,0932;-1,3235;1,76
14,579043;-0,3273;-1,0994;-1,2761;1,72
14,592999;-0,3051;-1,0105;-1,2309;1,62
14,607967;-0,2570;-0,8444;-1,1602;1,46
14,608328;-0,2373;-0,6428;-1,0700;1,27
14,621224;-0,2853;-0,4481;-0,9087;1,05
14,634805;-0,3215;-0,2503;-0,6673;0,78
14,635153;-0,4225;-0,1546;-0,3603;0,58
14,648992;-0,5396;-0,0474;0,0373;0,54
14,663733;-0,6330;0,0457;0,4219;0,76
14,664103;-0,7339;0,1187;0,7425;1,05
14,677769;-0,7886;0,1799;1,0002;1,29
14,692249;-0,7968;0,2086;1,1628;1,42
14,692566;-0,6846;0,2750;1,3125;1,51
14,706363;-0,4250;0,3914;1,3832;1,50
14,720882;-0,0753;0,6240;1,4801;1,61
14,721232;0,1989;0,8486;1,5594;1,79
14,735321;0,3042;1,0619;1,6243;1,96
14,748834;0,1736;1,2145;1,6867;2,09
14,762813;-0,3718;1,1984;2,0065;2,37
14,776931;-0,7006;1,2786;2,3386;2,76
14,791658;-1,0256;1,1360;2,6122;3,03
14,804938;-0,7262;0,5024;3,2034;3,32
14,818797;-0,3870;0,1704;3,4402;3,47
14,832881;0,0166;-0,5654;3,5385;3,58
14,848068;0,0819;-0,8690;3,3258;3,44
14,848481;0,0500;-1,1672;2,9471;3,17
14,862117;-0,0080;-1,4128;2,5024;2,87
14,875778;-0,1180;-1,5913;2,0151;2,57
14,876106;-0,2058;-1,7107;1,5412;2,31
14,889361;-0,2371;-1,7077;1,1370;2,07
14,904620;-0,1501;-1,6153;0,7446;1,79
14,904973;-0,0756;-1,5487;0,3024;1,58
14,919671;-0,1253;-1,5559;-0,1559;1,57
14,933876;-0,2233;-1,6416;-0,6727;1,79
14,934195;-0,3608;-1,7624;-1,1908;2,16
14,947933;-0,5090;-1,8507;-1,6960;2,56
14,961907;-0,6146;-1,9102;-2,1937;2,97
14,962301;-0,6572;-1,9345;-2,6754;3,37
14,977069;-0,6685;-1,8984;-3,0846;3,68
14,990914;-0,6195;-1,8194;-3,4368;3,94
15,004714;-0,4770;-1,5955;-3,9815;4,32
15,018709;-0,4432;-1,5056;-4,1176;4,41
15,019009;-0,4103;-1,3444;-4,1318;4,36
15,033155;-0,4551;-1,1588;-4,0392;4,23
15,048006;-0,5030;-1,0101;-3,8352;4,00
15,048332;-0,5806;-0,8599;-3,5962;3,74
15,061557;-0,6148;-0,7517;-3,3168;3,46
15,075325;-0,6148;-0,6719;-3,0200;3,15
15,075642;-0,5118;-0,6114;-2,7865;2,90
15,089932;-0,3438;-0,5325;-2,5826;2,66
15,105082;-0,0833;-0,4260;-2,3991;2,44
15,105417;0,1626;-0,2965;-2,1648;2,19
15,121447;0,4243;-0,1627;-1,9328;1,99
15,137820;0,6248;0,0088;-1,6169;1,73
15,138177;0,7658;0,1846;-1,2647;1,49
15,152950;0,8531;0,3929;-0,8802;1,29
15,153306;0,9322;0,5999;-0,5200;1,22
15,168072;1,0415;0,8387;-0,1934;1,35
15,182288;1,2355;1,1128;0,1671;1,67
15,182625;1,4639;1,3916;0,5237;2,09
15,196463;1,6484;1,6301;0,8579;2,47
15,211244;1,7119;1,8179;1,1647;2,76
15,211536;1,6832;1,9988;1,4287;2,98
15,225972;1,7292;2,2742;1,7107;3,33
15,240667;1,8930;2,6103;2,0666;3,83
15,255632;2,4916;3,0390;3,0270;4,96
15,271023;2,6263;3,0972;3,4848;5,35
15,271294;2,6053;2,9010;3,8276;5,46
15,287648;2,4013;2,5705;4,0477;5,36
15,288022;2,0758;2,2617;4,1134;5,13
15,301625;1,6935;2,0314;4,0296;4,82
15,316468;1,3819;1,9276;3,7996;4,48
15,316780;1,0967;1,8205;3,5026;4,10
15,331414;0,8655;1,7080;3,2995;3,81
15,346058;0,8594;1,5554;3,2049;3,66
15,346375;1,1477;1,3531;3,2398;3,69
15,360731;1,5313;1,1100;3,3007;3,80
15,375456;1,8622;0,8405;3,2782;3,86
15,375764;2,0308;0,5514;3,1536;3,79
15,390110;1,9941;0,2751;2,9360;3,56
15,404617;1,8032;0,0555;2,6392;3,20
15,404994;1,5218;-0,1145;2,3099;2,77
15,418701;1,2343;-0,1941;2,0384;2,39
15,434180;0,9203;-0,1958;1,8491;2,07
15,434464;0,5873;-0,2376;1,7045;1,82
15,449679;0,2817;-0,3523;1,5147;1,58
15,465353;-0,2191;-0,8609;0,9253;1,28
15,481107;-0,3297;-1,1550;0,5886;1,34
15,481445;-0,3276;-1,4756;0,1850;1,52
15,496190;-0,3076;-1,7894;-0,2805;1,84
15,510634;-0,3206;-2,0583;-0,7794;2,22
15,510969;-0,3396;-2,2385;-1,3217;2,62
15,525492;-0,3617;-2,3532;-1,8607;3,02
15,525818;-0,3690;-2,4546;-2,3444;3,41
15,540334;-0,3350;-2,5237;-2,7691;3,76
15,555307;-0,3440;-2,5599;-3,1449;4,07
15,555613;-0,3893;-2,5622;-3,4777;4,34
15,569711;-0,4702;-2,5532;-3,7638;4,57
15,585362;-0,5774;-2,4883;-3,9898;4,74
15,585695;-0,6838;-2,3656;-4,1470;4,82
15,601071;-0,7761;-2,2407;-4,2556;4,87
15,616571;-0,8896;-2,0498;-4,1683;4,73
15,616915;-0,9947;-1,8638;-4,0335;4,55
15,631916;-1,0357;-1,7395;-3,7938;4,30
15,632267;-1,0943;-1,6344;-3,4636;3,98
15,645950;-1,1282;-1,5444;-3,1380;3,67
15,660644;-1,1267;-1,4610;-2,7881;3,34
15,675603;-1,1425;-1,2091;-1,9196;2,54
15,689485;-1,1456;-1,0868;-1,4150;2,12
15,689834;-1,2147;-0,9385;-0,8617;1,76
15,704768;-1,3215;-0,7691;-0,3216;1,56
15,720005;-1,4628;-0,5593;0,1484;1,57
15,720372;-1,5103;-0,4086;0,5386;1,65
15,734300;-1,4315;-0,2544;0,9303;1,73
15,748819;-1,2562;-0,1491;1,3192;1,83
15,749150;-0,9968;-0,1802;1,7734;2,04
15,763810;-0,7579;-0,2639;2,1995;2,34
15,778401;-0,6352;-0,3780;2,4849;2,59
15,778789;-0,5418;-0,5233;2,5787;2,69
15,793105;-0,3781;-0,4415;2,5099;2,58
15,808589;-0,2114;-0,0733;2,2817;2,29
15,809013;-0,1674;0,3891;1,9816;2,03
15,823507;-0,3024;0,7438;1,7024;1,88
15,823889;-0,4810;0,8926;1,5769;1,87
15,838644;-0,7510;0,9190;1,5467;1,95
15,853220;-0,9552;0,8157;1,6398;2,07
15,853537;-1,0248;0,6444;1,9481;2,29
15,868022;-0,8881;0,4402;2,3735;2,57
15,882679;-0,5675;0,1115;2,7711;2,83
15,883018;-0,1629;-0,2329;3,1145;3,13
15,897515;0,2716;-0,4838;3,3808;3,43
15,913646;0,6330;-0,6688;3,4371;3,56
15,914033;0,7716;-0,8518;3,4134;3,60
15,930514;0,7648;-1,0191;3,2332;3,48
15,945413;0,8368;-1,2092;2,5002;2,90
15,961167;0,8633;-1,2571;1,8763;2,42
15,961491;0,8797;-1,2093;1,1285;1,87
15,977731;0,7916;-1,1744;0,3597;1,46
15,978056;0,6290;-1,0928;-0,3229;1,30
15,995291;0,3598;-1,0429;-0,9033;1,43
15,995648;0,0197;-0,9824;-1,4029;1,71
16,012187;-0,2630;-0,8982;-1,7414;1,98
16,026359;-0,4502;-0,7553;-1,9563;2,14
16,026834;-0,6359;-0,6443;-2,0308;2,22
16,041757;-0,7991;-0,6752;-2,0631;2,31
16,057271;-0,9589;-0,7707;-2,1425;2,47
16,057596;-1,1036;-0,8303;-2,2684;2,66
16,073240;-1,1442;-0,8677;-2,4118;2,81
16,073599;-1,1525;-0,8638;-2,5778;2,95
16,088530;-1,1464;-0,8426;-2,7284;3,08
16,103817;-1,1151;-0,7803;-2,8929;3,20
16,104199;-1,0891;-0,6725;-3,0049;3,27
16,118096;-1,0809;-0,5195;-2,9649;3,20
16,132312;-1,1152;-0,3126;-2,8013;3,03
16,132672;-1,1473;-0,1192;-2,5852;2,83
16,147053;-1,1855;0,0740;-2,3347;2,62
16,161736;-1,2750;0,2184;-2,0968;2,46
16,162059;-1,3636;0,3140;-1,8668;2,33
16,176956;-1,3606;0,4332;-1,6734;2,20
16,192720;-0,8645;0,6941;-1,3624;1,76
16,208553;-0,3656;0,8476;-1,1943;1,51
16,208894;0,1862;0,9754;-0,9900;1,40
16,225462;0,6518;1,0867;-0,7634;1,48
16,225818;1,0285;1,1179;-0,4516;1,58
16,241469;1,3073;1,2160;-0,0865;1,79
16,258519;1,4077;1,3278;0,2419;1,95
16,258971;1,4006;1,5163;0,5339;2,13
16,273393;1,2937;1,8543;0,8173;2,40
16,273813;1,2092;2,2046;1,0994;2,74
16,292521;1,2264;2,5005;1,4404;3,14
16,293587;1,4186;2,6833;1,8437;3,55
16,308891;1,6078;2,7695;2,3330;3,96
16,324543;1,7461;2,6519;2,7989;4,23
16,324826;1,8847;2,3618;3,2821;4,46
16,339642;2,0537;2,0259;3,6708;4,67
16,343831;2,2079;1,7085;3,9675;4,85
16,355223;2,1549;1,2993;4,0824;4,80
16,370934;1,9061;0,9141;4,0295;4,55
16,385500;1,3509;0,3247;3,5182;3,78
16,400718;1,0279;0,1243;3,1529;3,32
16,401040;0,8012;-0,0593;2,7934;2,91
16,417012;0,8330;-0,2091;2,4604;2,61
16,417423;1,0356;-0,3185;2,1135;2,38
16,432892;1,2160;-0,3845;1,7011;2,13
16,448279;1,2347;-0,4625;1,2173;1,79
16,448594;1,1607;-0,5197;0,6358;1,42
16,463108;1,0851;-0,4507;0,0730;1,18
16,477694;1,0595;-0,3173;-0,4073;1,18
16,478003;1,0141;-0,1726;-0,8266;1,32
16,492539;0,8815;-0,0802;-1,1338;1,44
16,507495;0,7450;0,0002;-1,2817;1,48
16,507803;0,5764;0,0025;-1,2271;1,36
16,522501;0,4426;-0,1217;-0,9879;1,09
16,522926;0,3439;-0,3269;-0,6106;0,77
16,538374;0,2973;-0,5695;-0,2700;0,70
16,554792;0,3269;-0,8585;-0,0120;0,92
16,555129;0,3492;-1,1546;0,1598;1,22
16,570930;0,3970;-1,4807;0,1992;1,55
16,585885;0,1387;-1,8905;0,0916;1,90
16,601296;0,1216;-2,0367;-0,0349;2,04
16,601615;0,0972;-2,1553;-0,2090;2,17
16,616805;0,0798;-2,2615;-0,4448;2,31
16,633178;0,0460;-2,3221;-0,7135;2,43
16,649286;-0,0170;-2,3222;-1,2726;2,65
16,664793;-0,2806;-2,1976;-1,8998;2,92
16,681026;-0,4446;-2,0926;-2,2807;3,13
16,681459;-0,5923;-1,9853;-2,6634;3,37
16,696726;-0,7308;-1,8101;-2,9926;3,57
16,697011;-0,8614;-1,6069;-3,3178;3,79
16,714277;-0,9133;-1,4684;-3,4548;3,86
16,714750;-1,0101;-1,2721;-3,4486;3,81
16,731761;-1,1183;-1,0210;-3,3434;3,67
16,747472;-1,1813;-0,8099;-3,1063;3,42
16,747782;-1,2179;-0,5868;-2,7371;3,05
16,762454;-1,2230;-0,4819;-2,3350;2,68
16,778188;-1,1639;-0,3806;-1,4378;1,89
16,793383;-1,0994;-0,3493;-0,9795;1,51
16,808958;-1,1102;-0,2472;-0,0312;1,14
16,824754;-1,0908;-0,2224;1,0216;1,51
16,841324;-0,9937;-0,1501;1,4557;1,77
16,841689;-0,8816;-0,1079;1,7537;1,97
16,857406;-0,7848;-0,1060;1,9164;2,07
16,857731;-0,7072;-0,0146;1,9962;2,12
16,873547;-0,5624;0,1831;1,9828;2,07
16,889516;-0,4445;0,4613;1,8988;2,00
16,889852;-0,2894;0,7465;1,7760;1,95
16,905008;-0,2463;0,9464;1,6312;1,90
16,905350;-0,3923;1,0164;1,5200;1,87
16,921035;-0,6182;1,0263;1,4464;1,88
16,937605;-0,8510;0,9830;1,5054;1,99
16,937913;-1,0500;0,9161;1,7400;2,23
16,955473;-1,1334;0,8060;2,1269;2,54
16,955882;-1,1014;0,5966;2,5297;2,82
16,972231;-0,8725;0,3923;2,9032;3,06
16,988635;-0,2949;-0,0590;3,4770;3,49
17,006293;-0,1179;-0,2917;3,6135;3,63
17,024691;0,1611;-0,6214;3,5216;3,58
17,041057;0,2632;-0,8944;2,9052;3,05
17,041452;0,3052;-1,0352;2,4457;2,67
17,057032;0,3471;-1,1130;1,9948;2,31
17,073567;0,4048;-1,1701;1,5233;1,96
17,074065;0,4262;-1,1957;1,0497;1,65
17,088738;0,4061;-1,2551;0,5596;1,43
17,089074;0,3097;-1,3367;0,0623;1,37
17,104716;0,1819;-1,3863;-0,4085;1,46
17,120736;0,0148;-1,4262;-0,8863;1,68
17,121058;-0,1558;-1,4167;-1,3757;1,98
17,137040;-0,3309;-1,3994;-1,8864;2,37
17,137402;-0,4825;-1,3820;-2,3570;2,77
17,153312;-0,6198;-1,3624;-2,8169;3,19
17,169557;-0,7090;-1,3153;-3,2335;3,56
17,169924;-0,7777;-1,2298;-3,5693;3,85
17,186030;-0,8203;-1,1244;-3,8490;4,09
17,186366;-0,8407;-1,0180;-4,0206;4,23
17,201797;-0,8626;-0,9105;-4,1321;4,32
17,217372;-0,9545;-0,8106;-4,1409;4,33
17,217730;-1,1137;-0,6697;-4,1287;4,33
17,233793;-1,2473;-0,5018;-4,0523;4,27
17,250234;-1,2929;-0,0957;-3,6966;3,92
17,250605;-1,2784;0,0560;-3,4939;3,72
17,267418;-1,2287;0,2097;-3,2602;3,49
17,284681;-1,0717;0,4024;-2,9666;3,18
17,285055;-0,8256;0,6140;-2,6129;2,81
17,299966;-0,5222;0,7387;-2,2850;2,46
17,300372;-0,1596;0,8719;-1,9592;2,15
17,315772;0,2589;0,9562;-1,5926;1,88
17,332337;0,6347;1,0388;-1,1041;1,64
17,332777;0,9501;1,1230;-0,5651;1,58
17,348051;1,1342;1,1786;0,0677;1,64
17,348398;1,2946;1,2315;0,7477;1,94
17,363324;1,4465;1,3310;1,3668;2,39
17,367640;1,5444;1,4835;1,8787;2,85
17,378822;1,5268;1,6539;2,2317;3,17
17,394862;1,4791;1,8386;2,3871;3,36
17,411061;1,4253;2,3008;2,5085;3,69
17,425599;1,3899;2,4495;2,6099;3,84
17,425930;1,3140;2,4920;2,8003;3,97
17,441308;1,2631;2,4986;3,1190;4,19
17,458897;1,1502;2,4343;3,4148;4,35
17,473527;0,4964;1,9307;3,6440;4,15
17,488329;0,1666;1,5431;3,3218;3,67
17,504643;0,0872;1,3923;2,9428;3,26
17,504957;0,1166;1,1945;2,4838;2,76
17,520598;0,3762;1,0406;2,1165;2,39
17,520889;0,7600;0,9194;1,8032;2,16
17,536538;1,1246;0,7873;1,4962;2,03
17,552435;1,3915;0,6209;1,1376;1,90
17,552752;1,5553;0,4695;0,7357;1,78
17,568061;1,6432;0,3544;0,3323;1,71
17,568408;1,6904;0,2489;-0,0024;1,71
17,583208;1,6932;0,1261;-0,2837;1,72
17,598200;1,6424;-0,0224;-0,4884;1,71
17,598628;1,5994;-0,1387;-0,4974;1,68
17,613818;1,5598;-0,2520;-0,3386;1,62
17,629624;1,3330;-0,5937;0,1376;1,47
17,645463;1,2154;-0,8242;0,3089;1,50
17,645825;1,0953;-1,1524;0,4372;1,65
17,660464;0,9778;-1,5229;0,5479;1,89
17,676474;0,9069;-1,8428;0,5662;2,13
17,676832;0,8463;-2,1049;0,4312;2,31
17,692502;0,7568;-2,2765;0,1437;2,40
17,692847;0,6940;-2,4831;-0,2958;2,60
17,708512;0,6757;-2,5680;-0,7769;2,77
17,724380;0,6912;-2,6174;-1,3428;3,02
17,724747;0,6446;-2,6204;-1,9513;3,33
17,740038;0,5545;-2,5840;-2,5467;3,67
17,740377;0,3959;-2,4477;-3,1118;3,98
17,755712;0,1306;-2,2413;-3,5631;4,21
17,771884;-0,1591;-1,9471;-3,8273;4,30
17,772233;-0,4172;-1,6353;-3,7583;4,12
17,787954;-0,6478;-1,3392;-3,4521;3,76
17,788304;-0,7293;-1,1220;-3,0602;3,34
17,803913;-0,6482;-1,0046;-2,6193;2,88
17,819426;-0,4305;-0,8696;-2,1950;2,40
17,819810;-0,1726;-0,7909;-1,7958;1,97
17,835179;-0,0079;-0,6987;-1,4160;1,58
17,851586;-0,0325;-0,6735;-0,8372;1,07
17,867566;-0,1090;-0,6358;-0,6094;0,89
17,867928;-0,1730;-0,5101;-0,3767;0,66
17,883578;-0,1858;-0,2867;-0,1299;0,37
17,883943;-0,2100;-0,0700;0,1211;0,25
17,899394;-0,2993;0,1415;0,3759;0,50
17,916398;-0,4505;0,3112;0,6055;0,82
17,916722;-0,5542;0,3923;0,8384;1,08
