# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-09-19 13:20:24.851
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,005878;0,0800;-0,0663;0,0336;0,11
0,024915;0,0553;-0,0172;0,4168;0,42
0,041711;-0,1242;0,1287;0,4147;0,45
0,042800;-0,2564;0,1097;0,2822;0,40
0,053129;-0,2247;0,0291;0,1288;0,26
0,066299;-0,1150;-0,0072;-0,0319;0,12
0,074640;-0,0349;-0,0089;-0,1435;0,15
0,081298;-0,0158;-0,0000;-0,1926;0,19
0,091750;-0,0285;0,0290;-0,2747;0,28
0,102478;-0,0258;0,0455;-0,3189;0,32
0,113711;-0,0364;0,1116;-0,3970;0,41
0,121393;-0,1321;0,0338;-0,4332;0,45
0,129227;-0,1498;0,0300;-0,3664;0,40
0,138312;-0,0720;0,1583;-0,1880;0,26
0,148787;-0,0461;0,0959;-0,0687;0,13
0,157927;-0,1094;-0,1030;-0,0449;0,16
0,171678;-0,0929;0,0243;0,0313;0,10
0,181659;-0,0382;0,0863;0,0790;0,12
0,189405;-0,0382;0,0792;0,1036;0,14
0,196729;-0,1032;0,0660;0,1428;0,19
0,215736;-0,3833;-0,0410;-0,0521;0,39
0,232354;-0,3607;0,1265;-0,1588;0,41
0,243863;-0,3427;0,2442;-0,1912;0,46
0,244603;-0,1227;-0,0103;-0,1092;0,16
0,254013;-0,1902;0,0135;-0,1027;0,22
0,267134;-0,4659;0,1045;0,0392;0,48
0,276442;-0,5432;0,1122;0,1797;0,58
0,285064;-0,5759;0,0699;0,2067;0,62
0,293447;-0,6434;0,0597;0,1825;0,67
0,304894;-0,4286;-0,1375;0,0854;0,46
0,315856;-0,2807;-0,0691;-0,3009;0,42
0,323895;-0,2756;0,1395;-0,4382;0,54
0,332204;-0,3863;0,3101;-0,5698;0,76
0,340042;-0,4914;0,3179;-0,6827;0,90
0,349442;-0,6580;0,2510;-0,6692;0,97
0,361298;-0,5790;0,2811;-0,4213;0,77
0,372605;-0,3556;0,2521;-0,1430;0,46
0,381446;-0,1650;0,0923;0,0153;0,19
0,389899;-0,0007;-0,0136;0,1785;0,18
0,398440;-0,0235;-0,0440;0,3093;0,31
0,406997;-0,5665;0,0649;0,2907;0,64
0,416654;-0,7679;0,1746;0,3416;0,86
0,432485;-0,7552;0,1775;0,4511;0,90
0,440464;-0,6882;0,1094;0,4766;0,84
0,447567;-0,5770;0,0479;0,4330;0,72
0,465101;-0,1426;-0,0987;0,2862;0,33
0,474740;0,0234;-0,1583;0,1733;0,24
0,483809;0,1025;-0,1985;0,0623;0,23
0,493321;0,1086;-0,2375;-0,0002;0,26
0,507335;0,0682;-0,2417;-0,0763;0,26
0,515103;0,1022;-0,2162;-0,1047;0,26
0,523206;0,1151;-0,2133;-0,1473;0,28
0,531654;0,1029;-0,1294;-0,2133;0,27
0,541262;0,0851;-0,0832;-0,2504;0,28
0,551134;0,0386;-0,0643;-0,2783;0,29
0,564751;0,0200;-0,0344;-0,2972;0,30
0,573763;0,0563;-0,0355;-0,2980;0,31
0,581334;0,1318;-0,0720;-0,2668;0,31
0,590220;0,2793;-0,0679;-0,2277;0,37
0,598777;0,4238;-0,0808;-0,1994;0,48
0,608521;0,5206;-0,1110;-0,1770;0,56
0,624956;0,5357;-0,1305;-0,1318;0,57
0,634870;0,5034;-0,1755;-0,0841;0,54
0,644231;0,4732;-0,1923;0,0543;0,51
0,653113;0,4528;-0,2010;0,2120;0,54
0,661308;0,4109;-0,1737;0,3991;0,60
0,668882;0,3973;-0,1541;0,5726;0,71
0,676409;0,3713;-0,1710;0,6613;0,78
0,695004;0,2516;-0,1327;0,7039;0,76
0,708505;0,1925;-0,1249;0,6531;0,69
0,716702;0,0988;-0,1098;0,5700;0,59
0,725907;0,0485;-0,1253;0,4831;0,50
0,733839;-0,0009;-0,1087;0,4353;0,45
0,742416;-0,0023;-0,0692;0,3880;0,39
0,757117;-0,0187;-0,0258;0,3746;0,38
0,764499;-0,0029;0,0074;0,3280;0,33
0,773460;0,0059;0,0301;0,2872;0,29
0,781775;0,0357;0,0238;0,2143;0,22
0,790491;0,0771;-0,0247;0,1286;0,15
0,799927;0,1360;-0,0296;-0,0171;0,14
0,809827;0,1525;-0,0710;-0,1373;0,22
0,825548;0,2229;-0,0866;-0,2045;0,31
0,836912;0,2475;-0,0573;-0,2386;0,35
0,845707;0,2742;-0,0448;-0,1886;0,34
0,853806;0,2497;-0,0444;-0,1404;0,29
0,861855;0,2479;-0,0237;-0,0560;0,26
0,869373;0,2439;-0,0166;0,0078;0,24
0,876477;0,2623;-0,0094;0,0329;0,26
0,886492;0,2568;-0,0310;0,0624;0,27
0,898261;0,2614;-0,0245;0,0681;0,27
0,907441;0,2381;-0,0279;0,0880;0,26
0,925314;0,2060;-0,0124;0,1088;0,23
0,934810;0,2286;-0,0076;0,1238;0,26
0,943356;0,2681;-0,0362;0,1716;0,32
0,953629;0,3906;-0,0413;0,1813;0,43
0,966436;0,4834;-0,0896;0,1677;0,52
0,977063;0,5292;-0,1240;0,1641;0,57
0,985781;0,5576;-0,1452;0,1894;0,61
0,993925;0,5481;-0,1253;0,2338;0,61
1,001331;0,5218;-0,1028;0,2548;0,59
1,010865;0,4683;-0,0537;0,2383;0,53
1,026187;0,3940;-0,0012;0,1707;0,43
1,036092;0,3532;0,0364;0,0853;0,37
1,044812;0,3379;0,0739;0,0387;0,35
1,052221;0,3719;0,0594;0,0068;0,38
1,060436;0,4121;0,0453;0,0036;0,41
1,068711;0,4638;-0,0392;0,0193;0,47
1,077780;0,5278;-0,1085;0,0394;0,54
1,092064;0,6175;-0,1676;0,0639;0,64
1,100638;0,6088;-0,2071;0,0976;0,65
1,107500;0,5478;-0,2364;0,1212;0,61
1,121372;0,3904;-0,1988;0,1160;0,45
1,128526;0,2780;-0,1798;0,0918;0,34
1,144902;0,1498;-0,0894;0,0019;0,17
1,154813;0,1695;-0,0427;-0,0724;0,19
1,164374;0,1252;-0,0535;-0,1455;0,20
1,173588;0,0712;-0,0736;-0,2033;0,23
1,183533;0,0459;-0,1122;-0,2085;0,24
1,192457;0,0584;-0,1033;-0,1807;0,22
1,208389;0,0601;-0,0856;-0,1485;0,18
1,218771;0,0123;-0,0922;-0,0791;0,12
1,224922;-0,0627;-0,0659;-0,0672;0,11
1,231560;-0,1527;-0,0399;-0,0508;0,17
1,240738;-0,1984;-0,0370;-0,0490;0,21
1,250151;-0,1920;-0,0094;-0,0853;0,21
1,259856;-0,1754;-0,0042;-0,1452;0,23
1,278140;-0,1701;-0,0020;-0,2096;0,27
1,279004;-0,1697;-0,0023;-0,2315;0,29
1,288729;-0,1311;-0,0097;-0,2399;0,27
1,300882;-0,0876;-0,0198;-0,2067;0,23
1,309946;-0,0347;-0,0189;-0,1416;0,15
1,318500;0,0181;-0,0034;-0,0497;0,05
1,327248;0,0705;-0,0261;0,0315;0,08
1,336934;0,1222;-0,0025;0,1258;0,18
1,348382;0,1113;-0,0090;0,1911;0,22
1,358669;0,0849;-0,0168;0,2418;0,26
1,366110;0,0575;-0,0251;0,2448;0,25
1,384250;0,1114;-0,0183;0,2323;0,26
1,394847;0,1358;0,0014;0,2122;0,25
1,411943;0,1458;-0,0076;0,1831;0,23
1,424310;0,1377;-0,0169;0,1735;0,22
1,424519;0,1315;-0,0454;0,1689;0,22
1,433611;0,1320;-0,0747;0,2026;0,25
1,442406;0,1615;-0,0581;0,2599;0,31
1,451757;0,1433;-0,0206;0,2702;0,31
1,467791;0,0919;0,0043;0,2814;0,30
1,476997;0,0078;0,0405;0,2275;0,23
1,486062;-0,0659;0,0559;0,1187;0,15
1,493826;-0,1199;0,0988;0,0072;0,16
1,500477;-0,1782;0,1229;-0,0933;0,24
1,509200;-0,2124;0,1526;-0,1597;0,31
1,518140;-0,2135;0,1742;-0,2116;0,35
1,533639;-0,1915;0,1784;-0,2588;0,37
1,542502;-0,1508;0,1560;-0,2635;0,34
1,550505;-0,1007;0,1409;-0,2503;0,30
1,558356;-0,0460;0,1420;-0,2522;0,29
1,566660;-0,0048;0,1305;-0,2077;0,25
1,585810;0,0031;0,0636;-0,1172;0,13
1,602268;-0,0252;0,0406;-0,0710;0,09
1,610831;-0,0746;-0,0013;-0,0207;0,08
1,619473;-0,0887;-0,0199;0,0433;0,10
1,628412;-0,1443;-0,0397;0,1067;0,18
1,635441;-0,1801;-0,0417;0,1180;0,22
1,643439;-0,2156;-0,0407;0,1393;0,26
1,652453;-0,2409;-0,0504;0,1137;0,27
1,668182;-0,2414;-0,0749;0,0747;0,26
1,678429;-0,2459;-0,0850;0,0506;0,27
1,686752;-0,2358;-0,0808;0,0268;0,25
1,694902;-0,2071;-0,0575;0,0034;0,21
1,702381;-0,2074;-0,0392;-0,0244;0,21
1,709852;-0,2317;-0,0117;-0,0282;0,23
1,725226;-0,2518;0,0107;-0,0414;0,26
1,733322;-0,2632;0,0705;-0,0685;0,28
1,741608;-0,3033;0,1110;-0,0860;0,33
1,750165;-0,3335;0,1466;-0,1080;0,38
1,758195;-0,3355;0,1823;-0,1111;0,40
1,767439;-0,3431;0,1806;-0,1099;0,40
1,777369;-0,3193;0,1798;-0,0901;0,38
1,793122;-0,2508;0,1988;-0,0523;0,32
1,801800;-0,2232;0,1950;-0,0109;0,30
1,809270;-0,1369;0,1685;0,0577;0,22
1,816807;-0,0585;0,1286;0,0969;0,17
1,835485;0,1002;0,0544;0,1876;0,22
1,853271;0,1580;0,0239;0,2066;0,26
1,853890;0,2520;-0,0123;0,2259;0,34
1,866211;0,2839;-0,0587;0,2220;0,37
1,876049;0,2936;-0,1012;0,1953;0,37
1,885389;0,3107;-0,1257;0,1790;0,38
1,892865;0,2735;-0,1699;0,1588;0,36
1,901733;0,2569;-0,1437;0,1677;0,34
1,916771;0,1844;-0,1563;0,1625;0,29
1,925010;0,1219;-0,1550;0,1341;0,24
1,934090;0,0921;-0,1307;0,0969;0,19
1,940985;0,0610;-0,1257;0,0510;0,15
1,950429;0,0197;-0,1157;-0,0083;0,12
1,958824;-0,0356;-0,1384;-0,1045;0,18
1,968711;-0,0473;-0,1504;-0,1948;0,25
1,983660;-0,0433;-0,1707;-0,2463;0,30
1,994266;0,0002;-0,1192;-0,2833;0,31
2,003188;-0,0258;-0,1054;-0,3011;0,32
2,010478;-0,0597;-0,0535;-0,2860;0,30
2,018082;-0,0740;-0,0064;-0,2762;0,29
2,026368;-0,1583;0,0313;-0,2622;0,31
2,046001;-0,1862;0,0710;-0,2455;0,32
2,060194;-0,1604;0,1109;-0,1629;0,25
2,069601;-0,1551;0,1228;-0,1102;0,23
2,078131;-0,1417;0,1066;-0,0680;0,19
2,087294;-0,1292;0,0952;-0,0124;0,16
2,095536;-0,0370;0,0787;0,0285;0,09
2,103758;0,0166;0,0713;0,0549;0,09
2,112284;0,0285;0,0491;0,0529;0,08
2,124342;0,0418;0,0125;0,0653;0,08
2,132911;0,0511;0,0137;0,0730;0,09
2,141276;0,0651;0,0145;0,0855;0,11
2,150995;0,0689;0,0245;0,0931;0,12
2,160321;0,0525;0,0199;0,1055;0,12
2,169708;0,0582;0,0104;0,0942;0,11
2,182507;0,0531;-0,0178;0,0878;0,10
2,192358;0,0615;-0,0079;0,0769;0,10
2,200805;0,0982;-0,0404;0,0614;0,12
2,209454;0,1165;-0,0485;0,0554;0,14
2,217864;0,1123;-0,0514;0,0446;0,13
2,227466;0,1085;-0,0634;0,0669;0,14
2,246318;0,1235;-0,0471;0,1076;0,17
2,246657;0,0861;-0,0742;0,1151;0,16
2,256528;0,0727;-0,0877;0,1134;0,16
2,266454;0,0501;-0,0786;0,1170;0,15
2,276503;0,0272;-0,0376;0,0785;0,09
2,295689;-0,1114;0,0173;-0,0519;0,12
2,318612;-0,1461;0,0422;-0,1062;0,19
2,328471;-0,1802;0,0459;-0,1568;0,24
2,342586;-0,1392;0,0070;-0,1981;0,24
2,352297;-0,1169;0,0179;-0,1720;0,21
2,361409;-0,0997;-0,0033;-0,1326;0,17
2,380184;-0,1157;0,0002;-0,0895;0,15
2,380987;-0,1740;0,0135;-0,0520;0,18
2,394340;-0,2176;0,0124;-0,0151;0,22
2,404643;-0,2375;-0,0034;0,0214;0,24
2,412698;-0,2239;-0,0007;0,0671;0,23
2,420868;-0,2245;0,0150;0,0794;0,24
2,428481;-0,1830;0,0296;0,0919;0,21
2,449572;-0,1788;0,0418;0,0189;0,18
2,461108;-0,1644;0,0542;0,0002;0,17
2,470846;-0,1379;0,0807;-0,0560;0,17
2,478908;-0,1175;0,0979;-0,1020;0,18
2,487143;-0,0832;0,0687;-0,1053;0,15
2,495653;-0,0064;0,0502;-0,1136;0,12
2,510079;0,0466;0,0280;-0,0797;0,10
2,518318;0,0906;-0,0124;-0,0512;0,10
2,527095;0,1072;-0,0477;0,0005;0,12
2,534461;0,1433;-0,0595;0,0422;0,16
2,543952;0,1979;-0,0485;0,1024;0,23
2,553367;0,1949;-0,0433;0,1432;0,25
2,573334;0,1682;-0,0297;0,1554;0,23
2,573742;0,1277;-0,0356;0,1630;0,21
2,588956;0,1017;-0,0182;0,1706;0,20
2,598659;0,0655;-0,0204;0,1641;0,18
2,607450;0,0573;0,0146;0,1578;0,17
2,615727;0,0493;0,0159;0,1142;0,13
2,623415;0,0278;0,0171;0,0666;0,07
2,631227;0,0163;0,0092;0,0385;0,04
2,640355;0,0144;0,0162;0,0106;0,02
2,650581;-0,0160;0,0236;0,0253;0,04
2,659048;-0,0083;0,0547;0,0019;0,06
2,678652;-0,0305;0,0499;0,0170;0,06
2,695345;-0,0422;0,0567;0,0081;0,07
2,709249;-0,0687;0,0537;-0,0100;0,09
2,726221;-0,0982;0,0862;-0,0753;0,15
2,739458;-0,0715;0,0778;-0,0872;0,14
2,752316;-0,0405;0,0933;-0,0943;0,14
2,764428;-0,0329;0,0763;-0,1345;0,16
2,764726;-0,0056;0,0649;-0,1178;0,13
2,776728;0,0167;0,0779;-0,0829;0,11
2,787455;0,0098;0,0772;-0,0489;0,09
2,801023;-0,0311;0,0766;-0,0154;0,08
2,812612;-0,0256;0,0899;-0,0012;0,09
2,812912;-0,0302;0,0976;0,0083;0,10
2,823670;-0,0103;0,0807;0,0040;0,08
2,834315;-0,0076;0,0963;-0,0235;0,10
2,845610;0,0110;0,0687;-0,0173;0,07
2,856142;0,0204;0,0693;0,0078;0,07
2,864482;0,0013;0,0275;-0,0052;0,03
2,873983;-0,0090;0,0289;-0,0227;0,04
2,883520;0,0167;0,0024;-0,0165;0,02
2,894884;0,0447;0,0052;-0,0389;0,06
2,903176;0,0571;-0,0098;-0,0567;0,08
2,911459;0,1165;-0,0424;-0,0699;0,14
2,920284;0,1285;-0,0361;-0,0739;0,15
2,937472;0,1603;-0,0277;0,0027;0,16
2,957261;0,1748;-0,0080;0,0448;0,18
2,957580;0,1381;-0,0415;0,0773;0,16
2,968974;0,1215;-0,0659;0,0908;0,17
2,977681;0,1152;-0,0672;0,0950;0,16
2,986654;0,1139;-0,0692;0,1089;0,17
2,994245;0,0983;-0,0669;0,0945;0,15
3,003858;0,1105;-0,0695;0,0804;0,15
3,019170;0,0836;-0,0531;0,0618;0,12
3,028438;0,0887;-0,0510;0,0482;0,11
3,036524;0,0923;-0,0399;0,0303;0,11
3,043734;0,0864;-0,0386;-0,0154;0,10
3,051542;0,0721;-0,0425;-0,0602;0,10
3,061187;0,0593;-0,0326;-0,0994;0,12
3,070409;0,0242;-0,0277;-0,1378;0,14
3,084899;0,0185;0,0198;-0,1570;0,16
3,095387;-0,0012;0,0529;-0,1337;0,14
3,104107;-0,0121;0,0674;-0,1441;0,16
3,111419;-0,0567;0,0876;-0,1501;0,18
3,127826;-0,1037;0,0881;-0,1211;0,18
3,151111;-0,0781;0,0734;-0,0817;0,13
3,161688;-0,0665;-0,0022;-0,0656;0,09
3,175768;-0,0248;0,0115;-0,0257;0,04
3,185151;-0,0306;-0,0040;-0,0341;0,05
3,197126;-0,0347;-0,0055;-0,0329;0,05
3,208187;-0,0138;0,0116;0,0061;0,02
3,216692;-0,0447;0,0190;0,0256;0,05
3,226649;-0,0805;0,0312;0,0541;0,10
3,235817;-0,1313;0,0344;0,0348;0,14
3,244240;-0,1931;0,0194;0,0344;0,20
3,252396;-0,1904;0,0429;0,0479;0,20
3,265555;-0,1285;0,0708;0,0659;0,16
3,276394;-0,0829;0,0605;0,0554;0,12
3,286682;-0,0331;0,0503;0,0310;0,07
3,296513;-0,0112;0,0166;0,0117;0,02
3,307088;0,0309;0,0116;0,0164;0,04
3,315214;0,0547;-0,0125;0,0305;0,06
3,323426;0,1071;-0,0462;0,0587;0,13
3,331534;0,1355;-0,0705;0,0584;0,16
3,349230;0,2347;-0,0729;0,0166;0,25
3,361076;0,2450;-0,0694;0,0080;0,25
3,369268;0,2006;-0,0704;-0,0101;0,21
3,378247;0,1539;-0,0899;0,0097;0,18
3,387322;0,1329;-0,0810;0,0432;0,16
3,396280;0,0895;-0,0774;0,0717;0,14
3,410860;0,0283;-0,1119;0,0575;0,13
3,418139;-0,0412;-0,1038;0,0202;0,11
3,427072;-0,1242;-0,0632;-0,0023;0,14
3,434981;-0,1877;-0,0655;-0,0526;0,21
3,444269;-0,2561;-0,0343;-0,0929;0,27
3,453661;-0,2773;-0,0312;-0,1563;0,32
3,468990;-0,3031;-0,0224;-0,2050;0,37
3,478877;-0,3517;-0,0265;-0,2582;0,44
3,482912;-0,3471;-0,0197;-0,2923;0,45
3,494627;-0,3138;-0,0212;-0,3123;0,44
3,505213;-0,2901;-0,0171;-0,3089;0,42
3,513558;-0,2709;-0,0076;-0,3434;0,44
3,521204;-0,2374;-0,0258;-0,3306;0,41
3,530373;-0,2223;-0,0149;-0,3560;0,42
3,544309;-0,2344;0,0344;-0,3578;0,43
3,553234;-0,2356;0,0700;-0,3413;0,42
3,561866;-0,2545;0,1061;-0,3255;0,43
3,579168;-0,3362;0,1296;-0,2592;0,44
3,596015;-0,3373;0,1215;-0,1900;0,41
3,606988;-0,3425;0,0861;-0,0986;0,37
3,607254;-0,3382;0,0892;0,0193;0,35
3,617384;-0,3494;0,0826;0,1261;0,38
3,626406;-0,3108;0,0566;0,2173;0,38
3,635620;-0,2564;0,0489;0,2744;0,38
3,645194;-0,2381;0,0544;0,2840;0,37
3,660788;-0,2025;0,0591;0,2937;0,36
3,671303;-0,1535;0,0630;0,3036;0,35
3,678986;-0,1331;0,0898;0,3277;0,36
3,687205;-0,1455;0,0733;0,3517;0,39
3,694940;-0,1721;0,0608;0,3662;0,41
3,702940;-0,1522;0,0238;0,3669;0,40
3,712286;-0,1017;0,0237;0,3446;0,36
3,728188;-0,0359;0,0176;0,3043;0,31
3,740548;0,0267;0,0343;0,2556;0,26
3,741117;0,0827;0,0409;0,1891;0,21
3,751058;0,1427;0,0329;0,1426;0,20
3,760642;0,1940;0,0012;0,1018;0,22
3,769937;0,2517;-0,0256;0,0477;0,26
3,789163;0,3114;-0,0655;0,0874;0,33
3,804948;0,3493;-0,0928;0,1142;0,38
3,815006;0,3673;-0,1012;0,1079;0,40
3,823765;0,3700;-0,1099;0,1254;0,41
3,832230;0,3757;-0,1046;0,1003;0,40
3,839816;0,3227;-0,0333;0,0944;0,34
3,847802;0,2875;0,0091;0,0554;0,29
3,856143;0,2809;0,0229;0,0074;0,28
3,865675;0,2806;0,0653;-0,0446;0,29
3,876994;0,2874;0,0835;-0,0300;0,30
3,887038;0,2953;0,1060;-0,0014;0,31
3,895401;0,2846;0,1088;0,0364;0,31
3,904095;0,2739;0,0735;0,0455;0,29
3,921407;0,2771;0,0526;0,0780;0,29
3,934935;0,2850;0,0417;0,0535;0,29
3,935239;0,2513;-0,0062;0,0433;0,26
3,946477;0,2386;-0,0244;0,0424;0,24
3,956701;0,1900;-0,0652;0,0695;0,21
3,964075;0,1615;-0,0676;0,1385;0,22
3,971813;0,1187;-0,0799;0,2019;0,25
3,980599;0,0656;-0,0745;0,2506;0,27
3,990121;0,0162;-0,0754;0,2661;0,28
4,001565;0,0173;-0,0406;0,2399;0,24
4,010864;-0,0111;-0,0457;0,1818;0,19
4,029619;-0,0302;-0,0081;0,0091;0,03
4,047120;0,0069;0,0162;-0,0815;0,08
4,047809;0,0099;0,0074;-0,1707;0,17
4,059336;0,0072;0,0513;-0,2446;0,25
4,071553;-0,0053;0,0490;-0,2945;0,30
4,081149;0,0061;0,0722;-0,3207;0,33
4,090196;0,0093;0,0733;-0,3050;0,31
4,098840;-0,0193;0,0432;-0,2714;0,28
4,106116;-0,0143;0,0573;-0,1918;0,20
4,114651;-0,0339;0,0577;-0,0998;0,12
4,128369;-0,0504;0,0630;-0,0188;0,08
4,140647;-0,0785;0,0584;0,0327;0,10
4,149372;-0,1132;0,0530;0,0461;0,13
4,156661;-0,0593;0,0277;0,0598;0,09
4,163402;0,0169;0,0203;0,0644;0,07
4,172654;0,0642;-0,0070;0,0271;0,07
4,184067;0,0982;-0,0441;-0,0046;0,11
4,193341;0,1288;-0,0856;-0,0496;0,16
4,201722;0,1655;-0,0837;-0,0517;0,19
4,211492;0,1941;-0,1189;-0,0634;0,24
4,221692;0,2368;-0,1246;-0,0328;0,27
4,240558;0,1779;-0,1288;-0,0021;0,22
4,254917;0,1435;-0,1226;0,0029;0,19
4,266220;0,0951;-0,1302;0,0124;0,16
4,276565;0,0669;-0,0999;0,0075;0,12
4,286483;0,0171;-0,0846;0,0358;0,09
4,296112;0,0121;-0,0890;0,0592;0,11
4,296747;-0,0148;-0,0847;0,0873;0,12
4,306797;-0,0263;-0,0955;0,1341;0,17
4,315999;-0,0377;-0,1070;0,1475;0,19
4,327961;-0,0313;-0,0624;0,1751;0,19
4,336752;-0,0407;-0,0565;0,1836;0,20
4,345101;-0,0513;-0,0699;0,1403;0,16
4,354419;-0,0716;-0,0596;0,1165;0,15
4,363798;-0,0910;-0,0496;0,0744;0,13
4,379566;-0,0810;-0,0212;0,0567;0,10
4,389647;-0,1216;-0,0170;0,0393;0,13
4,398077;-0,1655;-0,0085;0,0412;0,17
4,406747;-0,1668;0,0229;0,0291;0,17
4,414504;-0,1597;0,0536;0,0409;0,17
4,423267;-0,1489;0,0833;0,0245;0,17
4,431398;-0,1527;0,0793;-0,0010;0,17
4,440763;-0,1844;0,0896;-0,0308;0,21
4,452445;-0,1634;0,0907;-0,0509;0,19
4,462932;-0,1474;0,0687;-0,0331;0,17
4,471549;-0,1178;0,0615;-0,0205;0,13
4,488974;-0,1173;0,0108;-0,0053;0,12
4,508335;-0,0903;-0,0328;-0,0027;0,10
4,508627;-0,0646;-0,0477;0,0047;0,08
4,520606;-0,0398;-0,0390;-0,0162;0,06
4,531132;-0,0478;-0,0399;-0,0272;0,07
4,540773;-0,0596;-0,0597;-0,0334;0,09
4,548357;-0,0802;-0,0650;-0,0347;0,11
4,555776;-0,1014;-0,0606;-0,0220;0,12
4,564988;-0,0999;-0,0654;-0,0426;0,13
4,577771;-0,0946;-0,0743;-0,0583;0,13
4,587073;-0,0567;-0,0637;-0,0787;0,12
4,595166;-0,0244;-0,0811;-0,0755;0,11
4,603447;0,0169;-0,0886;-0,0817;0,12
4,613343;0,0583;-0,0774;-0,0878;0,13
4,628417;0,0861;-0,0717;-0,1123;0,16
4,637581;0,0773;-0,0477;-0,1220;0,15
4,645817;0,0652;-0,0243;-0,1504;0,17
4,653733;0,0172;-0,0289;-0,1880;0,19
4,661293;-0,0098;-0,0227;-0,2256;0,23
4,670511;-0,0353;-0,0245;-0,2397;0,24
4,680189;-0,0267;-0,0199;-0,2401;0,24
4,700869;0,0064;-0,0210;-0,1354;0,14
4,712457;-0,0076;-0,0559;-0,0637;0,09
4,721138;-0,0448;-0,0480;0,0163;0,07
4,729284;-0,0813;-0,0503;0,0765;0,12
4,737749;-0,1223;-0,0439;0,1125;0,17
4,747106;-0,1728;0,0039;0,1247;0,21
4,761780;-0,1674;0,0312;0,1136;0,20
4,772057;-0,1540;0,0758;0,0796;0,19
4,780751;-0,1557;0,1046;-0,0004;0,19
4,789078;-0,1474;0,1089;-0,0835;0,20
4,796276;-0,1141;0,1273;-0,1465;0,23
4,805077;-0,1174;0,1557;-0,2041;0,28
4,814201;-0,1097;0,1662;-0,2238;0,30
4,828290;-0,1063;0,1735;-0,1921;0,28
4,838318;-0,1416;0,1778;-0,1571;0,28
4,846845;-0,1589;0,1505;-0,1092;0,24
4,855719;-0,1629;0,1531;-0,0673;0,23
4,863668;-0,1536;0,1090;0,0160;0,19
4,872369;-0,1220;0,0886;0,0982;0,18
4,881087;-0,0730;0,0673;0,1467;0,18
4,894770;-0,0255;0,0444;0,1622;0,17
4,906142;0,0167;0,0059;0,1455;0,15
4,912810;0,0633;0,0369;0,1109;0,13
4,920843;0,0770;0,0054;0,0774;0,11
4,939404;0,0861;-0,0108;-0,0063;0,09
4,955760;0,1088;0,0192;-0,0330;0,12
4,965329;0,1119;0,0164;-0,0596;0,13
4,973362;0,1339;0,0050;-0,0907;0,16
4,982559;0,1233;-0,0002;-0,1173;0,17
4,991092;0,0994;-0,0088;-0,1062;0,15
4,999317;0,0708;0,0026;-0,0677;0,10
5,006719;0,0325;0,0098;-0,0442;0,06
5,015722;0,0078;-0,0250;-0,0213;0,03
5,028218;-0,0081;-0,0452;-0,0034;0,05
5,038630;-0,0152;-0,0558;0,0142;0,06
5,046602;0,0192;-0,0621;0,0035;0,07
5,055272;0,0338;-0,0548;-0,0067;0,06
5,064017;0,0809;-0,0485;-0,0163;0,10
5,072887;0,0899;-0,0524;-0,0584;0,12
5,090041;0,1148;-0,0706;-0,1232;0,18
5,102696;0,0948;-0,0504;-0,1683;0,20
5,102969;0,1103;-0,0204;-0,1753;0,21
5,111652;0,0937;0,0101;-0,1497;0,18
5,121055;0,0071;0,0412;-0,0827;0,09
5,130355;-0,0178;0,0632;-0,0407;0,08
5,142348;-0,0532;0,0852;0,0145;0,10
5,159640;-0,0690;0,0764;0,0569;0,12
5,169677;-0,0857;0,0551;0,0732;0,13
5,178479;-0,1111;0,0383;0,1130;0,16
5,188107;-0,0701;0,0256;0,1384;0,16
5,197617;-0,0441;0,0028;0,1874;0,19
5,213663;-0,0232;-0,0301;0,1889;0,19
5,223400;-0,0026;-0,0493;0,1626;0,17
5,233066;0,0319;-0,0452;0,1606;0,17
5,242944;0,0184;-0,0275;0,1399;0,14
5,252097;-0,0145;0,0037;0,1103;0,11
5,261512;-0,0904;0,0391;0,0860;0,13
5,269737;-0,1095;0,0503;0,0385;0,13
5,277953;-0,1288;0,0849;0,0012;0,15
5,285777;-0,1286;0,0628;-0,0356;0,15
5,293352;-0,0765;0,0557;-0,0533;0,11
5,303143;-0,0347;0,0259;-0,0616;0,08
5,312208;0,0492;-0,0118;-0,0842;0,10
5,321790;0,0845;-0,0293;-0,0645;0,11
5,331370;0,1464;-0,0272;-0,0312;0,15
5,346862;0,1687;-0,0155;0,0061;0,17
5,358598;0,1481;0,0005;0,0382;0,15
5,368328;0,1616;0,0155;0,0512;0,17
5,378084;0,1576;0,0483;0,0691;0,18
5,387074;0,1547;0,0793;0,0873;0,19
5,396192;0,1197;0,0852;0,0869;0,17
5,405139;0,1048;0,0899;0,1105;0,18
5,413910;0,1049;0,0985;0,0775;0,16
5,423073;0,0721;0,0830;0,0735;0,13
5,432173;0,0393;0,0912;0,0320;0,10
5,440769;0,0008;0,0901;0,0099;0,09
5,450070;-0,0203;0,1224;0,0020;0,12
5,465723;-0,1079;0,0987;-0,0747;0,16
5,484105;-0,0922;0,0574;-0,0961;0,15
5,484883;-0,0867;0,0544;-0,0936;0,14
5,502618;-0,0486;0,0655;-0,1099;0,14
5,513546;-0,0199;0,0336;-0,1163;0,12
5,513771;-0,0277;-0,0262;-0,1225;0,13
