# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-09-19 13:30:30.698
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,004205;0,1366;-0,0180;-0,2564;0,29
0,013431;0,0547;-0,0452;0,0312;0,08
0,023085;-0,0546;0,0130;0,3024;0,31
0,032273;-0,0629;0,0116;0,4882;0,49
0,041432;-0,0278;0,0069;0,5950;0,60
0,051940;-0,0166;0,0460;0,6527;0,65
0,060826;-0,0493;0,1194;0,6237;0,64
0,068514;-0,1223;0,1443;0,4849;0,52
0,078015;-0,1988;0,1711;0,2649;0,37
0,100595;-0,2266;0,2497;0,0805;0,35
0,107083;-0,1993;0,3059;0,0800;0,37
0,117567;-0,2101;0,3704;0,0280;0,43
0,127248;-0,2670;0,5147;-0,0753;0,58
0,136724;-0,3349;0,6538;-0,1306;0,75
0,146449;-0,4756;0,7263;-0,0916;0,87
0,155571;-0,6338;0,7215;0,2107;0,98
0,164563;-0,8104;0,6894;0,5476;1,20
0,171887;-0,9246;0,6724;0,6601;1,32
0,183019;-0,9699;0,6158;0,5274;1,26
0,190845;-0,9145;0,5799;0,3118;1,13
0,202533;-0,8643;0,6325;0,2301;1,10
0,212938;-0,7718;0,7076;0,2320;1,07
0,221528;-0,6764;0,7496;0,2919;1,05
0,230301;-0,7078;0,7349;0,4607;1,12
0,238718;-0,8066;0,6771;0,7049;1,27
0,252138;-0,8568;0,5636;0,9617;1,41
0,262153;-1,1151;0,1730;1,0699;1,56
0,271871;-1,4308;-0,2804;1,0356;1,79
0,281713;-1,5814;-0,5258;1,0415;1,97
0,291604;-1,7047;-0,5279;1,1320;2,11
0,301499;-1,8241;-0,4281;1,2509;2,25
0,310779;-1,9531;-0,3995;1,3654;2,42
0,320232;-2,0098;-0,4660;1,4664;2,53
0,329245;-2,2297;-0,5806;1,6117;2,81
0,338729;-2,4905;-0,6924;1,8693;3,19
0,348076;-2,6216;-0,8332;2,1837;3,51
0,363444;-2,4523;-1,2497;2,6523;3,82
0,381631;-2,1421;-1,4877;2,5903;3,68
0,402055;-1,8742;-1,6602;2,3761;3,45
0,413997;-2,1886;-1,6268;0,8716;2,86
0,425049;-2,3966;-1,4581;0,3760;2,83
0,434124;-2,4736;-1,3106;-0,0722;2,80
0,442957;-2,3289;-1,1707;-0,5065;2,66
0,459399;-1,8538;-1,1380;-1,4607;2,62
0,468706;-1,7430;-1,2267;-1,7102;2,73
0,483753;-1,7956;-1,1644;-1,7989;2,80
0,493070;-1,8025;-1,1132;-1,6850;2,71
0,501687;-2,0311;-0,9056;-1,5602;2,72
0,510421;-2,2862;-0,7801;-1,3866;2,79
0,519330;-2,3133;-0,7834;-1,1028;2,68
0,528166;-2,1354;-0,8421;-0,7675;2,42
0,537379;-1,9427;-1,0781;-0,3252;2,25
0,546195;-1,8926;-1,3667;-0,1244;2,34
0,555019;-1,9988;-1,8008;-0,1715;2,70
0,565029;-1,8245;-1,9759;-0,2748;2,70
0,573883;-1,5154;-1,8611;-0,4527;2,44
0,584966;-1,2126;-1,6076;-0,5839;2,10
0,597226;-1,1097;-1,4870;-0,6173;1,96
0,607058;-1,2134;-1,5570;-0,6284;2,07
0,616346;-1,3447;-1,6138;-0,5382;2,17
0,625769;-1,4431;-1,6362;-0,3291;2,21
0,635537;-1,5647;-1,5608;-0,1637;2,22
0,644886;-1,5508;-1,4008;-0,0747;2,09
0,654014;-1,5506;-1,2213;-0,0578;1,97
0,665907;-1,6342;-1,1658;-0,1686;2,01
0,676230;-1,6875;-1,2470;-0,3982;2,14
0,685105;-1,7417;-1,3758;-0,7253;2,34
0,693342;-1,8674;-1,5343;-1,1305;2,67
0,708183;-2,6047;-1,5767;-2,0299;3,66
0,717642;-2,6525;-1,5345;-2,2531;3,80
0,727683;-2,3942;-1,5509;-2,2919;3,66
0,743690;-1,9830;-1,5765;-2,2796;3,41
0,753276;-1,5732;-1,7020;-2,2596;3,24
0,762534;-1,2546;-2,0196;-2,0615;3,15
0,771952;-1,0306;-2,3888;-1,6889;3,10
0,781011;-0,8967;-2,7374;-1,2676;3,15
0,789772;-0,8097;-3,0745;-0,9091;3,31
0,796933;-0,7787;-3,3410;-0,6599;3,49
0,808073;-0,6927;-3,5433;-0,5884;3,66
0,814052;-0,5445;-3,7059;-0,6125;3,80
0,823934;-0,2830;-3,9387;-0,5550;3,99
0,832507;0,0284;-4,1269;-0,4638;4,15
0,842686;0,4956;-4,2276;-0,3522;4,27
0,852731;1,3258;-4,2171;-0,1041;4,42
0,872065;3,2651;-4,0931;0,3322;5,25
0,888598;4,1642;-4,1896;0,1199;5,91
0,890319;5,1370;-4,1677;0,1789;6,62
0,906056;5,7963;-4,1079;0,1394;7,11
0,917049;6,1831;-4,5164;0,6127;7,68
0,926876;6,3252;-5,0469;0,7618;8,13
0,935675;5,8157;-6,0543;0,7644;8,43
0,943888;5,6485;-6,5918;0,9481;8,73
0,953029;5,4687;-6,7198;1,0353;8,73
0,961804;5,8860;-6,9015;2,1005;9,31
0,970882;5,7576;-7,1711;3,0592;9,69
0,979498;5,2637;-7,2925;3,6415;9,70
0,989615;4,4687;-7,1992;4,0810;9,40
0,998913;3,4741;-7,1041;4,4817;9,09
1,008088;2,0781;-6,8392;4,7033;8,56
1,017234;0,6236;-6,4362;4,6577;7,97
1,026229;-0,2747;-5,9707;4,3742;7,41
1,034649;-0,9375;-5,4711;3,7211;6,68
1,043458;-1,6337;-5,1249;2,9986;6,16
1,052982;-1,9889;-5,1433;2,0325;5,88
1,071098;-1,9483;-4,7268;2,2961;5,60
1,072527;-1,9956;-4,2173;2,1171;5,12
1,085856;-1,0224;-3,8192;3,1436;5,05
1,095543;-0,7707;-3,7858;3,8782;5,47
1,106460;-0,6849;-3,4060;4,7366;5,87
1,116097;-0,8798;-3,4416;5,3721;6,44
1,125340;-1,4456;-3,4634;5,2976;6,49
1,134501;-2,1017;-3,4813;5,3425;6,71
1,143749;-2,6136;-3,0742;5,0131;6,44
1,158552;-3,2307;-1,8574;4,6043;5,92
1,168191;-3,4973;-1,2888;4,4202;5,78
1,179337;-3,3694;-1,0418;4,6103;5,80
1,189270;-3,4722;-1,0892;4,5216;5,80
1,198525;-3,5270;-1,3189;4,5495;5,91
1,207312;-3,5870;-1,4190;4,4135;5,86
1,216952;-3,7313;-1,0841;4,2060;5,73
1,226364;-4,0719;-0,6658;3,9552;5,72
1,235727;-4,2018;-0,1474;4,1933;5,94
1,245040;-4,2418;0,2805;4,3445;6,08
1,254631;-4,6184;0,3718;4,2430;6,28
1,268626;-5,1370;0,3614;3,8187;6,41
1,281009;-5,7419;0,5597;3,2707;6,63
1,290377;-6,0438;0,6148;2,8106;6,69
1,300452;-5,5696;0,5010;2,2354;6,02
1,309600;-4,3702;0,2186;1,7582;4,72
1,317328;-3,0272;-0,0558;1,3190;3,30
1,326655;-2,1399;-0,2379;0,9535;2,35
1,335846;-1,9859;-0,4140;0,7490;2,16
1,344603;-2,3586;-0,6222;0,5260;2,50
1,354486;-2,8595;-0,7283;0,1820;2,96
1,369566;-3,5328;-0,1568;-0,8102;3,63
1,386960;-3,7212;0,0844;-1,3143;3,95
1,388466;-3,7989;0,0819;-1,6588;4,15
1,400544;-3,6236;-0,0414;-1,8614;4,07
1,410471;-3,3497;-0,0438;-1,8728;3,84
1,420906;-3,1930;0,1754;-1,6018;3,58
1,429959;-3,5150;0,3650;-1,1216;3,71
1,439126;-4,1404;0,4825;-0,6727;4,22
1,448922;-5,4090;0,4079;-0,4535;5,44
1,458737;-6,6255;0,4273;-0,5390;6,66
1,468723;-7,4782;0,7977;-1,1593;7,61
1,478094;-7,5260;1,5285;-2,2060;7,99
1,486851;-6,8574;1,9021;-3,7431;8,04
1,496642;-5,6975;1,6052;-5,7573;8,26
1,506344;-3,8303;0,9254;-7,2670;8,27
1,515051;-1,6524;0,1770;-8,0109;8,18
1,525213;0,1524;-0,1313;-7,7415;7,74
1,533817;1,5335;-0,0200;-6,9965;7,16
1,543885;1,9288;0,0719;-5,5129;5,84
1,552624;1,5353;-0,0734;-3,8048;4,10
1,570739;0,0776;-0,6595;-1,1425;1,32
1,586694;-0,2329;-0,8804;-0,1099;0,92
1,599705;-0,2581;-0,8512;0,5598;1,05
1,599886;-0,1230;-0,7113;0,6904;1,00
1,610299;0,0759;-0,7407;0,3390;0,82
1,619605;0,2466;-1,0314;-0,2489;1,09
1,628323;0,4119;-1,3935;-0,9130;1,72
1,637902;0,5004;-1,4349;-1,4241;2,08
1,647427;0,5981;-1,3767;-1,7120;2,28
1,656753;0,7719;-1,2993;-1,8947;2,42
1,669908;0,9253;-1,3677;-1,9915;2,59
1,677146;1,0195;-1,6085;-1,9404;2,72
1,686497;0,9349;-2,1293;-1,6515;2,85
1,695236;0,9146;-2,8604;-1,0475;3,18
1,704837;0,9482;-3,4029;-0,2005;3,54
1,716936;0,9446;-3,6186;0,7209;3,81
1,726691;0,9044;-3,5382;1,4501;3,93
1,735725;0,8568;-3,2692;1,7845;3,82
1,744809;0,6844;-2,9134;1,6637;3,42
1,753950;0,3898;-2,4820;1,0988;2,74
1,763112;0,3557;-2,1050;0,3280;2,16
1,773384;0,4857;-1,7237;-0,4119;1,84
1,783224;0,7021;-1,4937;-1,0609;1,96
1,793426;0,8229;-1,2843;-1,6157;2,22
1,802841;0,8956;-1,0990;-2,0616;2,50
1,812977;1,0154;-1,0083;-2,3370;2,74
1,823163;1,1433;-1,0199;-2,4057;2,85
1,833587;1,3171;-1,1178;-2,3088;2,88
1,843555;1,4741;-1,1145;-2,0927;2,79
1,853397;1,5190;-0,9766;-1,8228;2,57
1,863092;1,4712;-0,8479;-1,6266;2,35
1,873610;1,3839;-0,9059;-1,4620;2,21
1,883332;1,2472;-1,1484;-1,2604;2,11
1,893397;1,2799;-1,3623;-0,8603;2,06
1,902814;1,3805;-1,3588;-0,3316;1,97
1,913068;1,3382;-1,1794;0,0998;1,79
1,923261;1,2200;-0,9921;0,4106;1,63
1,933306;0,9789;-0,8615;0,5608;1,42
1,943238;0,6111;-0,7667;0,5302;1,11
1,954036;-0,0516;-0,4719;0,1812;0,51
1,964128;-0,2073;-0,2993;-0,1081;0,38
1,973835;-0,2778;-0,1883;-0,4403;0,55
1,983031;-0,3067;-0,1529;-0,8423;0,91
1,994073;-0,1854;-0,2666;-1,2746;1,32
2,005352;0,1087;-0,5555;-1,9725;2,05
2,015734;-0,1777;0,0081;-2,1263;2,13
2,027142;-0,4976;0,4402;-2,0523;2,16
2,037061;-0,5880;0,4160;-2,0955;2,22
2,046441;-0,7786;0,2702;-1,9658;2,13
2,056368;-0,9594;0,2327;-1,6044;1,88
2,066457;-0,9779;0,2511;-1,2441;1,60
2,076904;-0,9394;0,3728;-1,0154;1,43
2,086444;-1,1057;0,4386;-0,6430;1,35
2,095887;-1,1793;0,4992;-0,2206;1,30
2,106404;-1,1410;0,5688;0,0970;1,28
2,117184;-0,7872;0,5309;0,5432;1,09
2,126521;-0,4786;0,5217;0,6694;0,97
2,136188;-0,1718;0,4833;0,8465;0,99
2,145904;0,1551;0,5374;1,1426;1,27
2,156086;0,4903;0,5531;1,3363;1,53
2,165626;0,8884;0,4769;1,2738;1,62
2,174699;1,0614;0,3679;1,0849;1,56
2,185271;0,9055;0,3970;0,7830;1,26
2,195074;0,3381;0,6131;0,3704;0,79
2,205231;-0,4630;0,7948;-0,1675;0,93
2,215775;-1,4290;1,0159;-0,7276;1,90
2,226040;-2,2772;1,1936;-1,1991;2,84
2,236001;-2,7618;1,3491;-1,4794;3,41
2,245325;-2,9592;1,3962;-1,5043;3,60
2,254982;-2,8808;1,3798;-1,3437;3,47
2,266252;-2,5771;1,4221;-1,0716;3,13
2,276180;-2,1704;1,4590;-0,8242;2,74
2,285929;-1,8016;1,4358;-0,6274;2,39
2,296042;-1,5201;1,3399;-0,4363;2,07
2,306563;-1,2791;1,1973;-0,2791;1,77
2,316499;-1,1130;1,0281;-0,1790;1,53
2,326113;-0,9794;0,8623;-0,0315;1,31
2,335993;-0,8311;0,7483;0,1202;1,12
2,346821;-0,5926;0,5976;0,5340;1,00
2,356990;-0,5126;0,5048;0,7087;1,01
2,366441;-0,4287;0,4421;0,8855;1,08
2,376516;-0,3461;0,3719;1,0450;1,16
2,387086;-0,2744;0,3040;1,1440;1,22
2,397199;-0,1899;0,2244;1,1966;1,23
2,407022;-0,1075;0,1575;1,1937;1,21
2,417174;0,0012;0,1038;1,1690;1,17
2,427627;0,0787;0,0777;1,1083;1,11
2,437611;0,1107;0,0789;0,9878;1,00
2,447662;0,0554;0,0919;0,7887;0,80
2,457656;-0,0910;0,0533;0,5405;0,55
2,467697;-0,2224;0,0142;0,2484;0,33
2,477978;-0,2807;0,0166;-0,0148;0,28
2,487836;-0,2421;0,0836;-0,2241;0,34
2,498589;-0,1785;0,0768;-0,4170;0,46
2,509660;0,0697;0,0256;-0,6194;0,62
2,519116;0,1911;0,0111;-0,6762;0,70
2,528655;0,2644;-0,0321;-0,6831;0,73
2,538600;0,3372;-0,0847;-0,6785;0,76
2,549308;0,3856;-0,0941;-0,6430;0,76
2,557962;0,4666;-0,1648;-0,5531;0,74
2,567900;0,5658;-0,1581;-0,4421;0,74
2,578572;0,5970;-0,1553;-0,3529;0,71
2,588838;0,6225;-0,1613;-0,3047;0,71
2,598337;0,5806;-0,1906;-0,2877;0,68
2,607857;0,5291;-0,1911;-0,2786;0,63
2,620102;0,4827;-0,2110;-0,3303;0,62
2,631766;0,4365;-0,2074;-0,3953;0,62
2,642928;0,4146;-0,2328;-0,4789;0,67
2,643960;0,4358;-0,2583;-0,5904;0,78
2,654175;0,4332;-0,2506;-0,6869;0,85
2,664366;0,4878;-0,2524;-0,7682;0,94
2,674855;0,5374;-0,2207;-0,7865;0,98
2,686585;0,5721;-0,2124;-0,8040;1,01
2,697812;0,5920;-0,1989;-0,7818;1,00
2,709484;0,5446;-0,2424;-0,7720;0,98
2,721694;0,5864;-0,3507;-0,7230;0,99
2,731170;0,6549;-0,2992;-0,5783;0,92
2,740797;0,5647;-0,1081;-0,4326;0,72
2,750252;0,4933;-0,0458;-0,3386;0,60
2,760171;0,3978;-0,0694;-0,2431;0,47
2,770227;0,3356;-0,1404;-0,1596;0,40
2,780115;0,2591;-0,0635;-0,0594;0,27
2,789525;0,1972;-0,0063;0,0569;0,21
2,798959;0,2495;-0,0587;0,1458;0,29
2,808208;0,2817;-0,0841;0,2234;0,37
2,817567;0,3017;-0,1016;0,3287;0,46
2,827105;0,2578;-0,0923;0,4271;0,51
2,836660;0,1747;-0,1129;0,4656;0,51
2,846668;0,1052;-0,1071;0,4726;0,50
2,857044;0,0070;-0,0850;0,4580;0,47
2,867431;-0,0674;-0,0474;0,4223;0,43
2,877688;-0,1226;0,0096;0,3799;0,40
2,887506;-0,1585;0,1183;0,3172;0,37
2,898281;-0,2176;0,2111;0,2586;0,40
2,908642;-0,2658;0,2878;0,2373;0,46
2,918531;-0,3261;0,3616;0,2109;0,53
2,929162;-0,3930;0,4224;0,1706;0,60
2,939710;-0,4851;0,4185;0,1452;0,66
2,950417;-0,5549;0,1705;0,1682;0,60
2,960170;-0,4459;0,1741;0,2091;0,52
2,970659;-0,3240;0,2055;0,2360;0,45
2,980564;-0,2554;0,2271;0,2668;0,43
2,990208;-0,2206;0,1968;0,2533;0,39
3,000163;-0,1344;0,2192;0,2164;0,34
3,010754;-0,0968;0,2415;0,1532;0,30
3,021643;-0,0271;0,2827;0,0984;0,30
3,032355;0,0316;0,3567;0,0573;0,36
3,042657;0,0276;0,3829;-0,0167;0,38
3,053195;-0,0284;0,3570;-0,0940;0,37
3,063536;-0,1024;0,3126;-0,1635;0,37
3,073974;-0,1987;0,3061;-0,2710;0,45
3,074812;-0,3072;0,2566;-0,3165;0,51
3,084928;-0,3759;0,2494;-0,3718;0,58
3,094547;-0,4568;0,2551;-0,4276;0,68
3,104493;-0,5398;0,2732;-0,5121;0,79
3,114886;-0,6345;0,2283;-0,5641;0,88
3,125656;-0,5852;0,1873;-0,5665;0,84
3,136465;-0,5165;0,2723;-0,5726;0,82
3,146906;-0,4379;0,4056;-0,5872;0,84
3,157434;-0,3631;0,5341;-0,6007;0,88
3,167983;-0,3531;0,5967;-0,6130;0,93
3,179665;-0,3268;0,5752;-0,6245;0,91
3,191041;-0,1933;0,4968;-0,5702;0,78
3,203079;-0,1721;0,4734;-0,5053;0,71
3,213752;-0,1212;0,3823;-0,4230;0,58
3,224674;-0,0928;0,2765;-0,3709;0,47
3,235863;-0,0539;0,2175;-0,3335;0,40
3,246807;0,0327;0,1578;-0,2209;0,27
3,247771;0,1042;0,0655;-0,0584;0,14
3,258844;0,1698;-0,0583;0,1290;0,22
3,269675;0,2575;-0,1513;0,3451;0,46
3,280308;0,3050;-0,2459;0,5554;0,68
3,291505;0,3692;-0,3087;0,7447;0,89
3,302200;0,4355;-0,3259;0,8612;1,02
3,312820;0,4754;-0,2839;0,9348;1,09
3,323695;0,5082;-0,2685;0,9668;1,12
3,323974;0,4917;-0,2746;0,9721;1,12
3,334112;0,4362;-0,3208;0,9377;1,08
3,345056;0,3801;-0,3361;0,8789;1,01
3,356239;0,3704;-0,3210;0,7682;0,91
3,366361;0,3265;-0,2856;0,6211;0,76
3,376668;0,2963;-0,2214;0,4382;0,57
3,387681;0,2708;-0,1576;0,2496;0,40
3,398631;0,1938;-0,0809;0,0042;0,21
3,409871;0,1138;-0,0814;-0,1929;0,24
3,420721;-0,0079;-0,1689;-0,5192;0,55
3,430506;-0,0360;-0,1889;-0,6400;0,67
3,441502;-0,0120;-0,2086;-0,6818;0,71
3,452556;-0,0122;-0,2277;-0,6982;0,73
3,462537;-0,0268;-0,2179;-0,7184;0,75
3,473071;-0,0318;-0,1517;-0,7329;0,75
3,484397;-0,0880;-0,1250;-0,7600;0,78
3,494705;-0,1704;-0,1048;-0,7944;0,82
3,505242;-0,1891;-0,1053;-0,8079;0,84
3,506102;-0,1355;-0,1027;-0,8063;0,82
3,516130;-0,0585;-0,0683;-0,8042;0,81
3,526616;0,0365;-0,0303;-0,7783;0,78
3,537913;0,1019;-0,0356;-0,7709;0,78
3,548882;0,1800;-0,0922;-0,7439;0,77
3,558685;0,2418;-0,1422;-0,6832;0,74
3,569302;0,2497;-0,1902;-0,5794;0,66
3,580621;0,2608;-0,2076;-0,4942;0,60
3,590732;0,2233;-0,2186;-0,4129;0,52
3,601535;0,1665;-0,2517;-0,3213;0,44
3,602395;0,1004;-0,2459;-0,2341;0,35
3,612603;0,0115;-0,2021;-0,1424;0,25
3,623264;-0,0244;-0,1543;-0,0612;0,17
3,634107;-0,0218;-0,0887;-0,0144;0,09
3,644580;-0,0049;-0,0245;0,0082;0,03
3,654601;0,0263;0,0381;0,0401;0,06
3,665417;0,0668;0,1273;0,0574;0,15
3,676229;0,1256;0,1395;0,0697;0,20
3,686685;0,1694;0,1372;0,1050;0,24
3,697420;0,2123;0,1634;0,1399;0,30
3,709329;0,2063;0,1127;0,2505;0,34
3,720602;0,2049;0,0703;0,3205;0,39
3,732331;0,1887;0,0718;0,4171;0,46
3,744671;0,1110;0,0081;0,4976;0,51
3,745427;0,0390;-0,0163;0,5523;0,55
3,755152;-0,0367;-0,0401;0,5769;0,58
3,765109;-0,1251;-0,0495;0,5769;0,59
3,776591;-0,1835;-0,0449;0,5575;0,59
3,787840;-0,1795;-0,0452;0,5144;0,55
3,797960;-0,1942;-0,0177;0,4621;0,50
3,808791;-0,2127;0,0182;0,3680;0,43
3,819251;-0,2300;0,0478;0,2749;0,36
3,831227;-0,2225;0,0803;0,1832;0,30
3,832115;-0,2232;0,1062;0,0833;0,26
3,842121;-0,1711;0,0975;0,0077;0,20
3,852561;-0,1001;0,1022;-0,0352;0,15
3,863271;-0,0296;0,1390;-0,0790;0,16
3,873429;0,0028;0,1651;-0,1377;0,21
3,883354;-0,0117;0,1477;-0,1590;0,22
3,893643;-0,0205;0,1015;-0,1999;0,23
3,904341;-0,0470;0,0645;-0,1982;0,21
3,914931;-0,0441;0,0459;-0,2057;0,22
3,925862;-0,0170;0,0126;-0,1800;0,18
3,936889;0,0335;-0,0441;-0,1265;0,14
3,947286;0,1315;-0,0934;-0,0041;0,16
3,959892;0,1604;-0,0915;0,0227;0,19
3,972285;0,2026;-0,1127;0,0536;0,24
3,983053;0,2670;-0,1187;0,0976;0,31
3,993767;0,3060;-0,1281;0,1071;0,35
3,994521;0,3527;-0,1267;0,1111;0,39
4,004784;0,3646;-0,1568;0,0909;0,41
4,015697;0,3798;-0,1802;0,0616;0,42
4,026231;0,3697;-0,2109;0,0232;0,43
4,037276;0,3770;-0,2437;0,0231;0,45
4,048846;0,3731;-0,2128;0,0040;0,43
4,059551;0,3348;-0,1946;-0,0051;0,39
4,070688;0,2862;-0,1703;-0,0233;0,33
4,081669;0,1690;-0,1178;-0,0402;0,21
4,092719;0,1100;-0,0716;-0,0433;0,14
4,103985;0,0324;-0,0487;-0,0649;0,09
4,114792;-0,0211;-0,0350;-0,0952;0,10
4,125863;-0,0648;-0,0162;-0,1102;0,13
4,137170;-0,1222;0,0402;-0,1431;0,19
4,147508;-0,1646;0,0908;-0,1886;0,27
4,148296;-0,2061;0,1590;-0,2276;0,35
4,160082;-0,2606;0,1690;-0,2413;0,39
4,172606;-0,2853;0,2014;-0,2628;0,44
4,183859;-0,3275;0,2179;-0,2498;0,47
4,194141;-0,3258;0,2331;-0,2269;0,46
4,205449;-0,3420;0,2280;-0,1899;0,45
4,205641;-0,3570;0,2266;-0,1490;0,45
4,217370;-0,3613;0,2429;-0,1185;0,45
4,229012;-0,3549;0,2905;-0,0698;0,46
4,240250;-0,3380;0,2935;-0,0273;0,45
4,250682;-0,3107;0,2857;-0,0049;0,42
4,262050;-0,3015;0,2768;0,0119;0,41
4,263106;-0,3007;0,2713;0,0518;0,41
4,273735;-0,3080;0,2315;0,0671;0,39
4,284098;-0,2813;0,1914;0,1050;0,36
4,295191;-0,2448;0,1698;0,1462;0,33
4,306032;-0,2081;0,1524;0,1577;0,30
4,317349;-0,1288;0,1579;0,1687;0,26
4,328796;-0,0738;0,1672;0,2076;0,28
4,339135;-0,0239;0,1429;0,2220;0,27
4,350544;0,0874;0,0389;0,2631;0,28
4,361788;0,1252;-0,0161;0,2799;0,31
4,372861;0,1526;-0,0414;0,3143;0,35
4,384505;0,1744;-0,0797;0,3095;0,36
4,395089;0,1623;-0,1309;0,2853;0,35
4,406453;0,1406;-0,1429;0,2564;0,33
4,406763;0,1328;-0,1354;0,1856;0,27
4,419049;0,1388;-0,1508;0,1253;0,24
4,430452;0,1581;-0,1606;0,0709;0,24
4,441539;0,1626;-0,1462;-0,0011;0,22
4,453375;0,1386;-0,1272;-0,0712;0,20
4,465091;0,1149;-0,0944;-0,1396;0,20
4,465344;0,0964;-0,1093;-0,1876;0,24
4,476106;0,0878;-0,0913;-0,2345;0,27
4,487617;0,0982;-0,0783;-0,2520;0,28
4,498317;0,1273;-0,0798;-0,2735;0,31
4,509566;0,1371;-0,0907;-0,2848;0,33
4,521697;0,1327;-0,1015;-0,2909;0,34
4,533131;0,1981;-0,0894;-0,2871;0,36
4,544614;0,2014;-0,0901;-0,2350;0,32
4,555279;0,2042;-0,0906;-0,1690;0,28
4,566208;0,1973;-0,1048;-0,1226;0,25
4,577767;0,1997;-0,0808;-0,0719;0,23
4,589343;0,1734;-0,1133;-0,0451;0,21
4,589545;0,1660;-0,1166;0,0006;0,20
4,601006;0,1675;-0,1521;0,0408;0,23
4,612743;0,1823;-0,1671;0,0798;0,26
4,623998;0,1583;-0,1384;0,1083;0,24
4,634935;0,1435;-0,1329;0,1406;0,24
4,646556;0,0954;-0,1080;0,1343;0,20
4,646788;0,0384;-0,0972;0,1278;0,17
4,658075;0,0196;-0,0814;0,1306;0,16
4,671784;-0,0037;-0,0468;0,1098;0,12
4,684361;-0,0456;-0,0268;0,0845;0,10
4,684719;-0,0728;-0,0305;0,0738;0,11
4,696418;-0,0996;-0,0388;0,0584;0,12
4,709706;-0,1306;-0,0141;0,0432;0,14
4,714983;-0,1611;0,0196;0,0094;0,16
4,723294;-0,1812;0,0522;-0,0145;0,19
4,734710;-0,2004;0,0789;-0,0286;0,22
4,746661;-0,2419;0,0900;-0,0521;0,26
4,757039;-0,2909;0,1371;-0,0661;0,33
4,767579;-0,3327;0,1816;-0,0754;0,39
4,778297;-0,3344;0,2090;-0,0660;0,40
4,790521;-0,2640;0,2343;-0,1085;0,37
4,802050;-0,1290;0,1265;-0,1901;0,26
4,813017;-0,0699;0,0711;-0,2102;0,23
4,823653;0,0347;0,0361;-0,1682;0,18
4,835165;0,0944;-0,0069;-0,0889;0,13
4,846502;0,1052;-0,0433;-0,0157;0,11
4,847706;0,0493;-0,0502;0,0608;0,09
4,858007;0,0220;-0,0422;0,1260;0,13
4,870098;0,0184;-0,0478;0,1750;0,18
4,881612;0,0191;-0,0198;0,1940;0,20
4,893795;0,0055;-0,0108;0,1932;0,19
4,905410;0,0060;-0,0346;0,1497;0,15
4,905662;0,0249;-0,0387;0,1067;0,12
4,916787;0,0714;-0,0187;0,0363;0,08
4,928525;0,0882;0,0157;0,0148;0,09
4,939218;0,1043;0,0312;-0,0152;0,11
4,950582;0,0727;0,0281;-0,0396;0,09
4,961554;0,0460;0,0348;-0,0397;0,07
4,962427;0,0195;0,0275;-0,0630;0,07
4,972926;-0,0021;0,0346;-0,0668;0,08
4,984559;-0,0562;0,0417;-0,0752;0,10
4,995289;-0,0860;0,0440;-0,0885;0,13
5,006518;-0,1150;0,0553;-0,1251;0,18
5,017773;-0,1664;0,0892;-0,1605;0,25
5,030010;-0,2068;0,0980;-0,2133;0,31
5,041584;-0,2359;0,0971;-0,2388;0,35
5,053927;-0,2203;0,0830;-0,2595;0,35
5,064924;-0,1853;0,0680;-0,2603;0,33
5,077222;-0,1781;0,0708;-0,2415;0,31
5,077425;-0,1419;0,0582;-0,2272;0,27
5,088850;-0,1101;0,0448;-0,1707;0,21
5,099903;-0,0781;0,0260;-0,1105;0,14
5,111766;-0,0505;0,0442;-0,0472;0,08
5,123135;0,0149;0,0189;-0,0093;0,03
5,134973;0,0937;0,0173;0,0318;0,10
5,135204;0,1339;0,0388;0,0484;0,15
5,146522;0,1831;0,0407;0,0649;0,20
5,158717;0,2129;0,0186;0,0771;0,23
5,170290;0,2377;-0,0128;0,0989;0,26
5,182347;0,2385;-0,0625;0,1439;0,29
5,183218;0,2485;-0,1158;0,2021;0,34
5,193542;0,2954;-0,1533;0,2352;0,41
5,204880;0,3079;-0,1940;0,2623;0,45
5,216614;0,3051;-0,2093;0,2928;0,47
5,227846;0,3346;-0,2091;0,3120;0,50
5,239878;0,3158;-0,1702;0,3251;0,48
5,251910;0,2224;-0,1354;0,2556;0,36
5,264192;0,2141;-0,1532;0,2215;0,34
5,275254;0,1961;-0,1699;0,1645;0,31
5,287261;0,2295;-0,1764;0,1224;0,31
5,288506;0,2569;-0,1488;0,0763;0,31
5,298307;0,2736;-0,1112;0,0546;0,30
5,310415;0,2143;-0,1019;0,0196;0,24
5,321903;0,1979;-0,0877;-0,0095;0,22
5,334337;0,1767;-0,0779;-0,0238;0,19
5,346502;0,1930;-0,0395;-0,0000;0,20
5,346750;0,1476;-0,0343;-0,0048;0,15
5,358506;0,0885;-0,0617;-0,0186;0,11
5,369691;0,0488;-0,0789;-0,0413;0,10
5,381780;0,0142;-0,0531;-0,0536;0,08
5,394727;-0,0061;-0,0651;-0,0603;0,09
5,394958;-0,0122;-0,0294;-0,0757;0,08
5,406574;-0,0371;-0,0084;-0,1046;0,11
5,418419;-0,0662;-0,0021;-0,1324;0,15
5,430301;-0,1135;0,0084;-0,1635;0,20
